op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,7818.931,10909.683,27.562,514.500,0.126,514.500,1033.500,0.000
bn1,2244.431,3453.261,514.500,514.500,0.002,514.502,1.498,1032.000
relu1,1375.765,1901.525,514.500,514.500,0.000,514.500,1.500,1032.000
maxpool,1228.678,5776.954,514.500,128.625,0.000,386.625,1.375,646.000
block-0-0-conv1,2433.693,3603.321,128.625,257.250,0.191,128.625,261.375,260.000
block-0-0-bn1,589.067,848.353,257.250,257.250,0.002,128.627,1.373,260.000
block-0-0-conv2,9001.112,16458.136,257.250,385.875,3.445,257.250,882.750,882.000
block-0-0-bn2,1100.367,1675.326,385.875,385.875,0.003,258.004,0.000,516.000
block-0-0-conv3,13421.106,18310.034,385.875,643.125,1.531,514.500,1033.500,260.000
block-0-0-bn3,2135.569,3329.819,643.125,643.125,0.007,514.507,1.493,1032.000
block-0-0-downsample,12921.935,15303.123,643.125,514.500,0.766,1029.007,518.993,776.000
block-0-0-relu,1418.614,1905.578,514.500,514.500,0.000,514.500,1.500,1032.000
block-0-1-conv1,6121.427,11942.142,514.500,643.125,0.766,128.625,261.375,1548.000
block-0-1-bn1,589.067,848.353,643.125,643.125,0.002,128.627,1.373,260.000
block-0-1-conv2,9001.112,16458.136,643.125,771.750,3.445,257.250,882.750,882.000
block-0-1-bn2,1100.367,1675.326,771.750,771.750,0.003,258.004,0.000,516.000
block-0-1-conv3,13421.106,18310.034,771.750,1029.000,1.531,514.500,1033.500,260.000
block-0-1-bn3,2135.569,3329.819,1029.000,1029.000,0.007,514.507,1.493,1032.000
block-0-1-downsample,1951.391,61.131,1029.000,514.500,0.000,514.500,1.500,516.000
block-0-1-relu,1418.614,1905.578,514.500,514.500,0.000,514.500,1.500,1032.000
block-0-2-conv1,6121.427,11942.142,514.500,643.125,0.766,128.625,261.375,1548.000
block-0-2-bn1,589.067,848.353,643.125,643.125,0.002,128.627,1.373,260.000
block-0-2-conv2,9001.112,16458.136,643.125,771.750,3.445,257.250,882.750,882.000
block-0-2-bn2,1100.367,1675.326,771.750,771.750,0.003,258.004,0.000,516.000
block-0-2-conv3,13421.106,18310.034,771.750,1029.000,1.531,514.500,1033.500,260.000
block-0-2-bn3,2135.569,3329.819,1029.000,1029.000,0.007,514.507,1.493,1032.000
block-0-2-downsample,1951.391,61.131,1029.000,514.500,0.000,514.500,1.500,516.000
block-0-2-relu,1418.614,1905.578,514.500,514.500,0.000,514.500,1.500,1032.000
