data_size(MB),time(ms)
122,11.112
92,8.413
30,2.871
61,5.613
62,5.672
91,8.313
153,13.816
245,22.178
183,16.575
124,22.915
15,2.873
76,14.136
16,2.888
7,1.285
38,7.113
45,4.243
31,3.008
3,0.693
19,3.711
22,3.195
0,0.191
8,0.948
