op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,45367.956,9150.106,18.375,490.000,0.090,490.000,738.000,490.000
bn1,2134.317,3442.127,490.000,490.000,0.002,490.003,0.000,980.000
relu1,1337.600,1812.905,490.000,490.000,0.000,490.000,0.000,980.000
maxpool,1149.327,5078.477,490.000,122.500,0.000,368.500,1.500,614.000
block-0-0-conv1,11883.843,22659.302,122.500,245.000,0.195,122.500,187.500,496.000
block-0-0-bn1,570.005,942.367,245.000,245.000,0.002,122.503,1.497,248.000
block-0-0-conv2,26411.986,29754.025,245.000,367.500,3.516,245.000,445.000,690.000
block-0-0-bn2,1098.353,1745.445,367.500,367.500,0.005,246.005,0.000,492.000
block-0-0-conv3,49484.211,53908.211,367.500,612.500,1.562,490.000,738.000,738.000
block-0-0-bn3,2195.746,3351.349,612.500,612.500,0.010,490.010,0.000,980.000
block-0-0-downsample,50412.047,31588.024,612.500,490.000,0.781,980.010,1227.990,490.000
block-0-0-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-0-1-conv1,14559.042,87401.253,490.000,612.500,0.781,122.500,187.500,1596.000
block-0-1-bn1,570.005,942.367,612.500,612.500,0.002,122.503,1.497,248.000
block-0-1-conv2,26411.986,29754.025,612.500,735.000,3.516,245.000,445.000,690.000
block-0-1-bn2,1098.353,1745.445,735.000,735.000,0.005,246.005,0.000,492.000
block-0-1-conv3,49484.211,53908.211,735.000,980.000,1.562,490.000,738.000,738.000
block-0-1-bn3,2195.746,3351.349,980.000,980.000,0.010,490.010,0.000,980.000
block-0-1-downsample,1984.477,71.681,980.000,490.000,0.000,490.000,0.000,490.000
block-0-1-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-0-2-conv1,14559.042,87401.253,490.000,612.500,0.781,122.500,187.500,1596.000
block-0-2-bn1,570.005,942.367,612.500,612.500,0.002,122.503,1.497,248.000
block-0-2-conv2,26411.986,29754.025,612.500,735.000,3.516,245.000,445.000,690.000
block-0-2-bn2,1098.353,1745.445,735.000,735.000,0.005,246.005,0.000,492.000
block-0-2-conv3,49484.211,53908.211,735.000,980.000,1.562,490.000,738.000,738.000
block-0-2-bn3,2195.746,3351.349,980.000,980.000,0.010,490.010,0.000,980.000
block-0-2-downsample,1984.477,71.681,980.000,490.000,0.000,490.000,0.000,490.000
block-0-2-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-1-0-conv1,27926.081,95975.775,490.000,735.000,1.562,246.000,0.000,1596.000
block-1-0-bn1,1098.353,1745.445,735.000,735.000,0.005,246.005,0.000,492.000
block-1-0-conv2,25296.050,69542.027,735.000,612.500,14.062,122.500,125.500,370.000
block-1-0-bn2,534.296,894.910,612.500,612.500,0.010,122.510,1.490,248.000
block-1-0-conv3,28054.398,32464.373,612.500,735.000,6.250,246.000,372.000,576.000
block-1-0-bn3,1061.559,1747.191,735.000,735.000,0.020,246.020,0.000,492.000
block-1-0-downsample,29988.456,94011.432,735.000,245.000,6.250,492.020,493.980,736.000
block-1-0-relu,680.524,980.926,245.000,245.000,0.000,246.000,0.000,492.000
block-1-1-conv1,9334.064,45878.476,245.000,306.250,3.125,61.250,0.000,742.000
block-1-1-bn1,274.932,451.338,306.250,306.250,0.005,62.005,0.000,124.000
block-1-1-conv2,15204.906,18212.181,306.250,367.500,14.062,122.500,271.500,332.000
block-1-1-bn2,534.296,894.910,367.500,367.500,0.010,122.510,1.490,248.000
block-1-1-conv3,28054.398,32464.373,367.500,490.000,6.250,246.000,372.000,576.000
block-1-1-bn3,1061.559,1747.191,490.000,490.000,0.020,246.020,0.000,492.000
block-1-1-downsample,981.206,70.548,490.000,245.000,0.000,246.000,0.000,246.000
block-1-1-relu,680.524,980.926,245.000,245.000,0.000,246.000,0.000,492.000
block-1-2-conv1,9334.064,45878.476,245.000,306.250,3.125,61.250,0.000,742.000
block-1-2-bn1,274.932,451.338,306.250,306.250,0.005,62.005,0.000,124.000
block-1-2-conv2,15204.906,18212.181,306.250,367.500,14.062,122.500,271.500,332.000
block-1-2-bn2,534.296,894.910,367.500,367.500,0.010,122.510,1.490,248.000
block-1-2-conv3,28054.398,32464.373,367.500,490.000,6.250,246.000,372.000,576.000
block-1-2-bn3,1061.559,1747.191,490.000,490.000,0.020,246.020,0.000,492.000
block-1-2-downsample,981.206,70.548,490.000,245.000,0.000,246.000,0.000,246.000
block-1-2-relu,680.524,980.926,245.000,245.000,0.000,246.000,0.000,492.000
block-1-3-conv1,9334.064,45878.476,245.000,306.250,3.125,61.250,0.000,742.000
block-1-3-bn1,274.932,451.338,306.250,306.250,0.005,62.005,0.000,124.000
block-1-3-conv2,15204.906,18212.181,306.250,367.500,14.062,122.500,271.500,332.000
block-1-3-bn2,534.296,894.910,367.500,367.500,0.010,122.510,1.490,248.000
block-1-3-conv3,28054.398,32464.373,367.500,490.000,6.250,246.000,372.000,576.000
block-1-3-bn3,1061.559,1747.191,490.000,490.000,0.020,246.020,0.000,492.000
block-1-3-downsample,981.206,70.548,490.000,245.000,0.000,246.000,0.000,246.000
block-1-3-relu,680.524,980.926,245.000,245.000,0.000,246.000,0.000,492.000
block-2-0-conv1,17619.020,51725.549,245.000,367.500,6.250,122.500,1.500,806.000
block-2-0-bn1,534.296,894.910,367.500,367.500,0.010,122.510,1.490,248.000
block-2-0-conv2,20407.003,54148.251,367.500,306.250,56.250,61.250,236.750,116.000
block-2-0-bn2,221.515,429.547,306.250,306.250,0.020,62.020,0.000,124.000
block-2-0-conv3,17649.615,23317.492,306.250,367.500,25.000,122.500,187.500,212.000
block-2-0-bn3,420.421,840.098,367.500,367.500,0.039,122.539,1.461,248.000
block-2-0-downsample,18557.882,55651.432,367.500,122.500,25.000,245.039,250.961,370.000
block-2-0-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-2-1-conv1,6397.223,27002.442,122.500,153.125,12.500,30.625,0.000,648.000
block-2-1-bn1,118.130,225.115,153.125,153.125,0.010,30.635,1.365,64.000
block-2-1-conv2,10917.544,15360.373,153.125,183.750,56.250,61.250,376.750,406.000
block-2-1-bn2,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-2-1-conv3,17649.615,23317.492,183.750,245.000,25.000,122.500,187.500,212.000
block-2-1-bn3,420.421,840.098,245.000,245.000,0.039,122.539,1.461,248.000
block-2-1-downsample,484.371,63.312,245.000,122.500,0.000,122.500,1.500,124.000
block-2-1-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-2-2-conv1,6397.223,27002.442,122.500,153.125,12.500,30.625,0.000,648.000
block-2-2-bn1,118.130,225.115,153.125,153.125,0.010,30.635,1.365,64.000
block-2-2-conv2,10917.544,15360.373,153.125,183.750,56.250,61.250,376.750,406.000
block-2-2-bn2,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-2-2-conv3,17649.615,23317.492,183.750,245.000,25.000,122.500,187.500,212.000
block-2-2-bn3,420.421,840.098,245.000,245.000,0.039,122.539,1.461,248.000
block-2-2-downsample,484.371,63.312,245.000,122.500,0.000,122.500,1.500,124.000
block-2-2-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-2-3-conv1,6397.223,27002.442,122.500,153.125,12.500,30.625,0.000,648.000
block-2-3-bn1,118.130,225.115,153.125,153.125,0.010,30.635,1.365,64.000
block-2-3-conv2,10917.544,15360.373,153.125,183.750,56.250,61.250,376.750,406.000
block-2-3-bn2,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-2-3-conv3,17649.615,23317.492,183.750,245.000,25.000,122.500,187.500,212.000
block-2-3-bn3,420.421,840.098,245.000,245.000,0.039,122.539,1.461,248.000
block-2-3-downsample,484.371,63.312,245.000,122.500,0.000,122.500,1.500,124.000
block-2-3-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-2-4-conv1,6397.223,27002.442,122.500,153.125,12.500,30.625,0.000,648.000
block-2-4-bn1,118.130,225.115,153.125,153.125,0.010,30.635,1.365,64.000
block-2-4-conv2,10917.544,15360.373,153.125,183.750,56.250,61.250,376.750,406.000
block-2-4-bn2,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-2-4-conv3,17649.615,23317.492,183.750,245.000,25.000,122.500,187.500,212.000
block-2-4-bn3,420.421,840.098,245.000,245.000,0.039,122.539,1.461,248.000
block-2-4-downsample,484.371,63.312,245.000,122.500,0.000,122.500,1.500,124.000
block-2-4-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-2-5-conv1,6397.223,27002.442,122.500,153.125,12.500,30.625,0.000,648.000
block-2-5-bn1,118.130,225.115,153.125,153.125,0.010,30.635,1.365,64.000
block-2-5-conv2,10917.544,15360.373,153.125,183.750,56.250,61.250,376.750,406.000
block-2-5-bn2,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-2-5-conv3,17649.615,23317.492,183.750,245.000,25.000,122.500,187.500,212.000
block-2-5-bn3,420.421,840.098,245.000,245.000,0.039,122.539,1.461,248.000
block-2-5-downsample,484.371,63.312,245.000,122.500,0.000,122.500,1.500,124.000
block-2-5-relu,342.470,496.793,122.500,122.500,0.000,122.500,1.500,248.000
block-3-0-conv1,12479.538,33077.240,122.500,183.750,25.000,62.000,0.000,428.000
block-3-0-bn1,221.515,429.547,183.750,183.750,0.020,62.020,0.000,124.000
block-3-0-conv2,19530.654,47610.980,183.750,153.125,225.000,30.625,513.375,226.000
block-3-0-bn2,142.354,189.167,153.125,153.125,0.039,30.664,1.336,64.000
block-3-0-conv3,19538.462,20604.634,153.125,183.750,100.000,62.000,134.000,234.000
block-3-0-bn3,246.525,342.953,183.750,183.750,0.078,62.078,0.000,124.000
block-3-0-downsample,15874.028,38800.216,183.750,61.250,100.000,124.078,133.922,388.000
block-3-0-relu,173.056,252.432,61.250,61.250,0.000,62.000,0.000,124.000
block-3-1-conv1,5543.995,17446.941,61.250,76.562,50.000,15.312,36.688,236.000
