data_size(MB),time(ms)
172,29.491
171,29.475
128,22.211
42,7.522
85,14.780
86,14.919
214,36.841
344,86.729
257,44.194
343,58.866
21,5.467
107,27.054
22,3.834
10,2.762
53,13.594
64,11.086
43,11.079
5,1.403
26,4.657
32,8.195
0,0.156
108,18.570
366,92.078
258,65.009
44,7.633
27,6.987
65,16.564
16,4.113
13,3.418
96,24.351
194,33.317
354,60.883
48,12.192
24,6.268
54,13.861
12,3.084
428,73.614
688,173.430
514,88.300
686,117.692
430,73.769
730,184.212
516,129.476
386,65.834
710,177.736
193,48.558
385,66.035
643,110.121
1029,258.394
771,132.215
321,55.137
160,40.500
192,48.521
80,20.250
1,0.468
17,2.975
322,55.258
1093,274.964
774,194.737
81,13.996
40,10.159
290,73.029
578,99.176
1061,266.949
644,162.486
144,36.454
72,18.213
36,9.132
857,146.965
1372,344.782
858,147.062
1458,365.462
515,87.814
429,73.282
1032,258.881
772,131.962
1414,355.400
860,216.329
