op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,72915.810,14198.923,36.750,686.000,0.031,686.000,860.000,686.000
bn1,2970.868,4675.865,686.000,686.000,0.002,686.002,0.000,1372.000
relu1,1819.342,2536.905,686.000,686.000,0.000,686.000,0.000,1372.000
maxpool,1583.987,7076.365,686.000,171.500,0.000,516.000,0.000,858.000
block-0-0-conv1,18371.391,39082.158,171.500,343.000,0.048,172.000,220.000,688.000
block-0-0-bn1,787.818,1255.375,343.000,343.000,0.002,172.002,0.000,344.000
block-0-0-conv2,39338.696,44484.210,343.000,514.500,0.861,344.000,670.000,670.000
block-0-0-bn2,1561.308,2232.647,514.500,514.500,0.003,344.004,0.000,688.000
block-0-0-conv3,75217.843,83785.576,514.500,857.500,0.383,686.000,860.000,1030.000
block-0-0-bn3,2818.018,4465.175,857.500,857.500,0.007,686.007,0.000,1372.000
block-0-0-downsample,78917.140,46382.165,857.500,686.000,0.191,1372.007,1545.993,686.000
block-0-0-relu,1786.381,2536.339,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-1-conv1,19663.978,156906.468,686.000,857.500,0.191,172.000,220.000,2230.000
block-0-1-bn1,787.818,1255.375,857.500,857.500,0.002,172.002,0.000,344.000
block-0-1-conv2,39338.696,44484.210,857.500,1029.000,0.861,344.000,670.000,670.000
block-0-1-bn2,1561.308,2232.647,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-1-conv3,75217.843,83785.576,1029.000,1372.000,0.383,686.000,860.000,1030.000
block-0-1-bn3,2818.018,4465.175,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-1-downsample,2532.107,56.785,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-1-relu,1786.381,2536.339,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-2-conv1,19663.978,156906.468,686.000,857.500,0.191,172.000,220.000,2230.000
block-0-2-bn1,787.818,1255.375,857.500,857.500,0.002,172.002,0.000,344.000
block-0-2-conv2,39338.696,44484.210,857.500,1029.000,0.861,344.000,670.000,670.000
block-0-2-bn2,1561.308,2232.647,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-2-conv3,75217.843,83785.576,1029.000,1372.000,0.383,686.000,860.000,1030.000
block-0-2-bn3,2818.018,4465.175,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-2-downsample,2532.107,56.785,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-2-relu,1786.381,2536.339,686.000,686.000,0.000,686.000,0.000,1372.000
block-1-0-conv1,39538.217,159852.791,686.000,1029.000,0.383,344.000,430.000,2404.000
block-1-0-bn1,1561.308,2232.647,1029.000,1029.000,0.003,344.004,0.000,688.000
block-1-0-conv2,25711.519,90693.277,1029.000,857.500,3.445,172.000,176.000,516.000
block-1-0-bn2,757.235,1252.878,857.500,857.500,0.007,172.007,0.000,344.000
block-1-0-conv3,39156.020,43581.372,857.500,1029.000,1.531,344.000,344.000,690.000
block-1-0-bn3,1478.642,2271.867,1029.000,1029.000,0.014,344.014,0.000,688.000
block-1-0-downsample,41931.009,160154.706,1029.000,343.000,1.531,688.014,515.986,1030.000
block-1-0-relu,873.554,1273.292,343.000,343.000,0.000,344.000,0.000,688.000
block-1-1-conv1,10909.045,77629.560,343.000,428.750,0.766,86.000,110.000,1118.000
block-1-1-bn1,391.352,631.064,428.750,428.750,0.003,86.004,0.000,172.000
block-1-1-conv2,20506.710,23863.870,428.750,514.500,3.445,172.000,304.000,304.000
block-1-1-bn2,757.235,1252.878,514.500,514.500,0.007,172.007,0.000,344.000
block-1-1-conv3,39156.020,43581.372,514.500,686.000,1.531,344.000,344.000,690.000
block-1-1-bn3,1478.642,2271.867,686.000,686.000,0.014,344.014,0.000,688.000
block-1-1-downsample,1320.946,51.546,686.000,343.000,0.000,344.000,0.000,344.000
block-1-1-relu,873.554,1273.292,343.000,343.000,0.000,344.000,0.000,688.000
block-1-2-conv1,10909.045,77629.560,343.000,428.750,0.766,86.000,110.000,1118.000
block-1-2-bn1,391.352,631.064,428.750,428.750,0.003,86.004,0.000,172.000
block-1-2-conv2,20506.710,23863.870,428.750,514.500,3.445,172.000,304.000,304.000
block-1-2-bn2,757.235,1252.878,514.500,514.500,0.007,172.007,0.000,344.000
block-1-2-conv3,39156.020,43581.372,514.500,686.000,1.531,344.000,344.000,690.000
block-1-2-bn3,1478.642,2271.867,686.000,686.000,0.014,344.014,0.000,688.000
block-1-2-downsample,1320.946,51.546,686.000,343.000,0.000,344.000,0.000,344.000
block-1-2-relu,873.554,1273.292,343.000,343.000,0.000,344.000,0.000,688.000
block-1-3-conv1,10909.045,77629.560,343.000,428.750,0.766,86.000,110.000,1118.000
block-1-3-bn1,391.352,631.064,428.750,428.750,0.003,86.004,0.000,172.000
block-1-3-conv2,20506.710,23863.870,428.750,514.500,3.445,172.000,304.000,304.000
block-1-3-bn2,757.235,1252.878,514.500,514.500,0.007,172.007,0.000,344.000
block-1-3-conv3,39156.020,43581.372,514.500,686.000,1.531,344.000,344.000,690.000
block-1-3-bn3,1478.642,2271.867,686.000,686.000,0.014,344.014,0.000,688.000
block-1-3-downsample,1320.946,51.546,686.000,343.000,0.000,344.000,0.000,344.000
block-1-3-relu,873.554,1273.292,343.000,343.000,0.000,344.000,0.000,688.000
block-2-0-conv1,21388.066,83044.654,343.000,514.500,1.531,172.000,0.000,1078.000
block-2-0-bn1,757.235,1252.878,514.500,514.500,0.007,172.007,0.000,344.000
block-2-0-conv2,18023.968,53580.219,514.500,428.750,13.781,86.000,102.000,258.000
block-2-0-bn2,413.638,664.014,428.750,428.750,0.014,86.014,0.000,172.000
block-2-0-conv3,21200.079,24982.136,428.750,514.500,6.125,172.000,182.000,350.000
block-2-0-bn3,752.324,1232.648,514.500,514.500,0.027,172.027,0.000,344.000
block-2-0-downsample,22726.625,84336.382,514.500,171.500,6.125,344.027,259.973,516.000
block-2-0-relu,478.047,690.061,171.500,171.500,0.000,172.000,0.000,344.000
block-2-1-conv1,6704.688,40229.803,171.500,214.375,3.062,42.875,0.000,520.000
block-2-1-bn1,209.069,331.342,214.375,214.375,0.007,42.882,1.118,88.000
block-2-1-conv2,11867.851,14794.892,214.375,257.250,13.781,85.750,160.250,246.000
block-2-1-bn2,413.638,664.014,257.250,257.250,0.014,86.014,0.000,172.000
block-2-1-conv3,21200.079,24982.136,257.250,343.000,6.125,172.000,182.000,350.000
block-2-1-bn3,752.324,1232.648,343.000,343.000,0.027,172.027,0.000,344.000
block-2-1-downsample,670.928,55.867,343.000,171.500,0.000,172.000,0.000,172.000
block-2-1-relu,478.047,690.061,171.500,171.500,0.000,172.000,0.000,344.000
block-2-2-conv1,6704.688,40229.803,171.500,214.375,3.062,42.875,0.000,520.000
block-2-2-bn1,209.069,331.342,214.375,214.375,0.007,42.882,1.118,88.000
block-2-2-conv2,11867.851,14794.892,214.375,257.250,13.781,85.750,160.250,246.000
block-2-2-bn2,413.638,664.014,257.250,257.250,0.014,86.014,0.000,172.000
block-2-2-conv3,21200.079,24982.136,257.250,343.000,6.125,172.000,182.000,350.000
block-2-2-bn3,752.324,1232.648,343.000,343.000,0.027,172.027,0.000,344.000
block-2-2-downsample,670.928,55.867,343.000,171.500,0.000,172.000,0.000,172.000
block-2-2-relu,478.047,690.061,171.500,171.500,0.000,172.000,0.000,344.000
block-2-3-conv1,6704.688,40229.803,171.500,214.375,3.062,42.875,0.000,520.000
block-2-3-bn1,209.069,331.342,214.375,214.375,0.007,42.882,1.118,88.000
block-2-3-conv2,11867.851,14794.892,214.375,257.250,13.781,85.750,160.250,246.000
block-2-3-bn2,413.638,664.014,257.250,257.250,0.014,86.014,0.000,172.000
block-2-3-conv3,21200.079,24982.136,257.250,343.000,6.125,172.000,182.000,350.000
block-2-3-bn3,752.324,1232.648,343.000,343.000,0.027,172.027,0.000,344.000
block-2-3-downsample,670.928,55.867,343.000,171.500,0.000,172.000,0.000,172.000
block-2-3-relu,478.047,690.061,171.500,171.500,0.000,172.000,0.000,344.000
