op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,45328.379,9167.898,18.375,490.000,0.090,490.000,738.000,490.000
bn1,2134.317,3442.127,490.000,490.000,0.002,490.003,0.000,980.000
relu1,1337.600,1812.905,490.000,490.000,0.000,490.000,0.000,980.000
maxpool,1149.327,5078.477,490.000,122.500,0.000,368.500,1.500,614.000
block-0-0-conv1,19117.033,14074.534,122.500,245.000,0.195,184.500,63.500,620.000
block-0-0-bn1,570.005,942.367,245.000,245.000,0.002,122.503,1.497,248.000
block-0-0-conv2,41369.182,21793.854,245.000,367.500,3.516,308.000,766.000,704.000
block-0-0-bn2,1098.353,1745.445,367.500,367.500,0.005,246.005,0.000,492.000
block-0-0-conv3,78424.889,35600.567,367.500,612.500,1.562,612.500,125.500,986.000
block-0-0-bn3,2195.746,3351.349,612.500,612.500,0.010,490.010,0.000,980.000
block-0-0-downsample,78955.775,21344.376,612.500,490.000,0.781,1042.010,551.990,554.000
block-0-0-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-0-1-conv1,22905.850,53988.749,490.000,612.500,0.781,368.500,123.500,2208.000
block-0-1-bn1,570.005,942.367,612.500,612.500,0.002,122.503,1.497,248.000
block-0-1-conv2,41369.182,21793.854,612.500,735.000,3.516,308.000,766.000,704.000
block-0-1-bn2,1098.353,1745.445,735.000,735.000,0.005,246.005,0.000,492.000
block-0-1-conv3,78424.889,35600.567,735.000,980.000,1.562,612.500,125.500,986.000
block-0-1-bn3,2195.746,3351.349,980.000,980.000,0.010,490.010,0.000,980.000
block-0-1-downsample,1810.521,45.794,980.000,490.000,0.000,490.000,0.000,490.000
block-0-1-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-0-2-conv1,22905.850,53988.749,490.000,612.500,0.781,368.500,123.500,2208.000
block-0-2-bn1,570.005,942.367,612.500,612.500,0.002,122.503,1.497,248.000
block-0-2-conv2,41369.182,21793.854,612.500,735.000,3.516,308.000,766.000,704.000
block-0-2-bn2,1098.353,1745.445,735.000,735.000,0.005,246.005,0.000,492.000
block-0-2-conv3,78424.889,35600.567,735.000,980.000,1.562,612.500,125.500,986.000
block-0-2-bn3,2195.746,3351.349,980.000,980.000,0.010,490.010,0.000,980.000
block-0-2-downsample,1810.521,45.794,980.000,490.000,0.000,490.000,0.000,490.000
block-0-2-relu,1357.991,1885.402,490.000,490.000,0.000,490.000,0.000,980.000
block-1-0-conv1,43051.070,59980.136,490.000,735.000,1.562,491.000,0.000,2456.000
