data_size(MB),time(ms)
6,0.294
4,0.218
8,0.423
96,3.653
100,3.812
512,18.537
548,19.823
768,27.558
32,1.266
36,1.415
128,4.861
132,7.658
1,0.144
5,0.247
24,0.965
29,1.152
45,1.757
48,1.883
13,0.550
72,2.763
77,2.955
165,6.206
192,7.145
37,1.455
60,3.594
52,2.014
256,9.459
276,10.088
384,13.946
16,0.709
20,1.236
64,2.481
68,4.033
12,0.532
17,0.702
25,1.004
9,0.398
41,1.611
85,3.248
21,0.851
30,1.823
28,1.114
140,5.271
11,0.710
15,0.625
2,0.129
7,0.322
18,0.737
23,0.932
14,0.588
3,0.171
10,0.436
200,7.421
1024,36.713
1096,39.245
1536,54.921
264,14.848
58,2.241
90,3.432
26,1.039
144,5.414
154,5.781
330,12.091
74,2.850
120,7.004
104,3.950
552,19.932
40,2.434
136,5.120
34,1.355
50,1.977
82,3.146
170,6.352
42,1.665
56,2.166
280,10.260
22,1.355
46,1.800
400,14.593
2048,72.764
2192,1000000000.000
3072,1000000000.000
528,29.359
116,4.390
180,6.706
288,10.566
308,11.284
660,23.874
148,5.555
240,13.580
208,7.702
1104,39.384
80,4.730
272,9.991
164,6.126
340,12.389
84,4.954
112,4.238
560,20.224
44,2.653
92,3.502
800,28.772
4096,1000000000.000
4384,1000000000.000
6144,1000000000.000
1056,58.416
232,8.626
360,13.093
576,20.753
616,22.244
1320,47.127
296,10.818
478,26.631
416,15.070
2208,1000000000.000
160,9.230
544,19.623
328,11.989
680,24.505
168,9.632
224,8.267
1120,39.902
88,3.360
184,6.847
