data_size(MB),time(ms)
12,0.371
8,0.260
16,0.482
24,0.701
32,0.921
256,6.644
272,7.046
384,9.840
40,1.141
400,10.261
20,0.591
128,3.430
140,3.726
192,5.043
4,0.148
200,5.243
144,3.833
28,0.814
6,0.204
14,0.428
64,1.787
74,2.047
96,2.626
2,0.090
10,0.316
100,2.722
80,2.223
22,0.669
3,0.119
11,0.346
41,1.172
48,1.357
1,0.066
9,0.288
50,1.412
23,0.674
15,0.453
19,0.564
7,0.232
512,13.035
544,13.836
768,19.439
800,20.222
280,7.236
288,7.436
56,1.576
148,3.955
160,4.240
44,1.254
82,2.262
18,0.539
46,1.304
30,0.866
38,1.084
1024,25.805
1088,27.395
1536,38.525
1600,40.137
560,14.239
576,14.614
112,3.041
296,7.633
320,8.237
88,2.407
164,4.345
36,1.026
92,2.522
60,1.679
76,2.102
2048,51.296
2176,54.399
3072,76.947
3200,80.346
1120,28.209
1152,28.989
224,5.853
592,15.046
640,16.239
176,4.653
328,8.416
72,1.991
184,4.839
120,3.226
152,4.042
