data_size(MB),time(ms)
16,0.296
10,0.272
20,0.440
30,0.442
40,0.545
256,2.803
276,3.004
384,4.136
15,0.295
50,0.906
400,6.201
25,0.407
128,1.493
143,1.616
192,2.149
5,0.227
200,3.211
148,1.686
35,0.692
7,0.241
17,0.308
64,0.793
76,1.342
96,1.133
2,0.199
12,0.297
100,1.655
84,1.008
27,0.585
4,0.219
13,0.277
32,0.466
43,0.591
48,0.625
1,0.155
11,0.323
52,0.665
28,0.571
18,0.316
23,0.497
8,0.255
60,0.747
80,0.962
512,5.472
552,5.839
768,8.054
800,12.085
286,3.101
296,3.213
70,0.854
153,1.724
168,1.935
55,1.034
86,1.040
22,0.492
104,1.240
57,1.043
37,0.518
47,0.887
120,1.385
160,1.808
1024,10.667
1104,11.512
1536,15.867
1600,22.271
572,6.047
592,6.258
140,1.592
306,3.313
336,3.626
110,1.867
173,1.942
45,0.623
208,2.328
115,1.935
75,0.930
95,1.631
240,2.643
320,3.453
2048,21.133
2208,22.692
3072,31.471
3200,47.952
1144,11.929
1184,12.234
280,3.062
612,6.489
672,7.082
220,3.554
346,3.751
90,1.059
416,4.518
230,3.719
150,1.697
190,3.083
