op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,743.665,1550.486,0.062,32.000,63.750,48.000,0.000,128.000
enc-1st-layernorm,103.104,384.998,32.000,64.000,0.000,32.125,0.000,256.000
enc-attention-qkv,12578.894,19639.498,64.000,800.000,48.000,768.000,768.000,2576.000
enc-attention-score,12807.010,17241.012,800.000,4384.000,0.000,4096.000,4096.000,8960.000
enc-attention-softmax,14770.777,15959.979,4384.000,4384.000,0.000,4096.000,0.000,12288.000
enc-attention-dropout,15423.641,13171.250,4384.000,4384.000,0.000,6144.000,0.000,16384.000
enc-attention-context,9853.216,19413.825,4384.000,288.000,0.000,256.000,256.000,4864.000
enc-attention-dense,3204.467,5657.511,288.000,64.002,16.000,32.000,0.000,256.000
enc-post-attention-dropout,385.109,209.364,64.002,32.000,0.000,48.000,32.000,208.000
enc-2nd-layernorm,106.424,410.639,32.000,64.000,0.000,32.125,0.000,256.000
enc-MLP-GEMM-1,13596.727,20132.903,64.000,1056.062,64.000,1024.000,0.000,3168.000
enc-MLP-gelu,2859.633,5346.898,1056.062,1056.000,0.000,1024.000,0.000,4352.000
enc-MLP-GEMM-2,12374.307,23242.995,1056.000,64.002,64.000,32.000,0.000,1024.000
enc-post-MLP-dropout,385.342,201.017,64.002,32.000,0.000,48.000,32.000,208.000
enc-final-layernorm,221.277,1609.977,32.000,32.000,0.000,64.125,0.000,128.000
decoder-embedding,325.007,59.361,32.000,40.000,63.750,44.035,29.965,96.000
dec-1st-layernorm,41.530,113.673,40.000,48.000,0.000,8.031,0.000,168.000
dec-attention-qkv-1,3164.175,5015.507,48.000,232.000,48.000,192.000,192.000,804.000
dec-attention-score-1,904.073,1724.831,232.000,360.000,0.000,256.000,256.000,832.000
dec-attention-softmax-1,552.514,671.772,360.000,360.000,0.000,256.000,0.000,864.000
dec-attention-dropout-1,961.612,826.585,360.000,360.000,0.000,384.000,0.000,1120.000
dec-attention-context-1,953.101,1578.889,360.000,104.000,0.000,64.000,64.000,544.000
dec-attention-dense-1,797.734,1563.855,104.000,48.002,16.000,8.000,0.000,192.000
dec-post-attention-dropout-1,101.588,86.972,48.002,40.000,0.000,12.000,8.000,164.000
dec-2nd-layernorm,41.519,112.431,40.000,48.000,0.000,8.031,0.000,168.000
dec-attention-qkv-2,9387.441,14490.926,48.000,616.000,48.000,576.000,512.000,2048.000
dec-attention-score-2,3429.321,5605.643,616.000,1320.000,0.000,1024.000,1024.000,3072.000
dec-attention-softmax-2,3495.804,3994.644,1320.000,1320.000,0.000,1024.000,0.000,3168.000
dec-attention-dropout-2,3852.689,3295.878,1320.000,1320.000,0.000,1536.000,0.000,4192.000
dec-attention-context-2,2680.863,5651.373,1320.000,104.000,0.000,64.000,64.000,1504.000
dec-attention-dense-2,817.317,1525.490,104.000,48.002,16.000,8.000,0.000,192.000
dec-post-attention-dropout-2,104.947,86.340,48.002,40.000,0.000,12.000,8.000,164.000
dec-3rd-layernorm,38.404,110.949,40.000,48.000,0.000,8.031,0.000,168.000
dec-MLP-GEMM-1,3435.100,5131.199,48.000,296.062,64.000,256.000,0.000,928.000
dec-MLP-gelu,715.524,1348.300,296.062,296.000,0.000,256.000,0.000,1200.000
dec-MLP-GEMM-2,3111.790,5523.884,296.000,48.002,64.000,8.000,12.000,432.000
dec-post-MLP-dropout,103.383,84.260,48.002,40.000,0.000,12.000,8.000,164.000
dec-final-layernorm,64.471,1625.687,40.000,40.000,0.000,16.031,3.969,132.000
t5-post-process,8964.933,7471.541,8.000,0.000,59.750,478.051,239.949,0.000
