data_size(MB),time(ms)
24,0.399
16,0.298
32,0.539
48,0.743
64,1.008
256,3.736
288,4.171
384,5.534
80,1.229
400,5.796
40,0.635
128,1.887
152,2.228
192,2.801
8,0.242
200,2.978
160,2.339
56,0.882
12,0.319
28,0.483
84,1.268
96,1.482
4,0.156
20,0.354
100,1.483
44,0.696
6,0.189
22,0.395
50,0.805
2,0.258
18,0.317
46,0.722
30,0.490
38,0.612
14,0.281
512,7.347
576,8.241
768,10.956
800,11.431
304,4.391
320,4.650
112,1.670
168,2.473
88,1.319
36,0.572
92,1.402
60,0.930
76,1.154
1024,14.567
1152,16.383
1536,21.778
1600,22.680
608,8.721
640,9.181
224,3.260
336,4.899
176,2.595
72,1.084
184,2.671
120,1.765
2048,28.987
2304,32.572
3072,43.372
3200,45.179
1216,17.352
1280,18.213
448,6.424
672,9.602
352,5.070
144,2.149
368,5.310
240,3.499
