op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,16961.422,9509.250,36.750,686.000,0.063,686.000,1032.000,686.000
bn1,3113.841,5301.844,686.000,686.000,0.002,686.002,0.000,1372.000
relu1,1755.596,2625.464,686.000,686.000,0.000,686.000,0.000,1372.000
maxpool,1620.036,6889.287,686.000,171.500,0.000,516.000,0.000,858.000
block-0-0-conv1,4607.824,7858.886,171.500,343.000,0.096,172.000,258.000,688.000
block-0-0-bn1,842.998,1351.739,343.000,343.000,0.002,172.002,0.000,344.000
block-0-0-conv2,13054.920,16864.966,343.000,514.500,1.723,343.000,609.000,952.000
block-0-0-bn2,1678.233,2411.615,514.500,514.500,0.003,344.004,0.000,688.000
block-0-0-conv3,20267.228,33526.931,514.500,857.500,0.766,686.000,1032.000,686.000
block-0-0-bn3,2914.799,4853.003,857.500,857.500,0.007,686.007,0.000,1372.000
block-0-0-downsample,23004.452,23086.805,857.500,686.000,0.383,1372.007,1717.993,686.000
block-0-0-relu,1942.996,2637.156,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-1-conv1,6832.731,29728.104,686.000,857.500,0.383,172.000,258.000,2232.000
block-0-1-bn1,842.998,1351.739,857.500,857.500,0.002,172.002,0.000,344.000
block-0-1-conv2,13054.920,16864.966,857.500,1029.000,1.723,343.000,609.000,952.000
block-0-1-bn2,1678.233,2411.615,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-1-conv3,20267.228,33526.931,1029.000,1372.000,0.766,686.000,1032.000,686.000
block-0-1-bn3,2914.799,4853.003,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-1-downsample,2673.397,48.689,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-1-relu,1942.996,2637.156,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-2-conv1,6832.731,29728.104,686.000,857.500,0.383,172.000,258.000,2232.000
block-0-2-bn1,842.998,1351.739,857.500,857.500,0.002,172.002,0.000,344.000
block-0-2-conv2,13054.920,16864.966,857.500,1029.000,1.723,343.000,609.000,952.000
block-0-2-bn2,1678.233,2411.615,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-2-conv3,20267.228,33526.931,1029.000,1372.000,0.766,686.000,1032.000,686.000
block-0-2-bn3,2914.799,4853.003,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-2-downsample,2673.397,48.689,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-2-relu,1942.996,2637.156,686.000,686.000,0.000,686.000,0.000,1372.000
block-1-0-conv1,13517.922,35293.304,686.000,1029.000,0.766,344.000,516.000,2402.000
block-1-0-bn1,1678.233,2411.615,1029.000,1029.000,0.003,344.004,0.000,688.000
block-1-0-conv2,17719.712,40671.635,1029.000,857.500,6.891,172.000,172.000,516.000
block-1-0-bn2,807.191,1369.940,857.500,857.500,0.007,172.007,0.000,344.000
block-1-0-conv3,13064.742,17595.053,857.500,1029.000,3.062,344.000,516.000,716.000
block-1-0-bn3,1598.666,2693.676,1029.000,1029.000,0.014,344.014,0.000,688.000
block-1-0-downsample,15698.744,37605.773,1029.000,343.000,3.062,688.014,687.986,1030.000
block-1-0-relu,972.334,1379.684,343.000,343.000,0.000,344.000,0.000,688.000
block-1-1-conv1,4990.913,17595.463,343.000,428.750,1.531,85.750,0.000,1034.000
block-1-1-bn1,420.356,693.873,428.750,428.750,0.003,86.004,0.000,172.000
block-1-1-conv2,7893.825,11009.291,428.750,514.500,6.891,171.500,328.500,500.000
block-1-1-bn2,807.191,1369.940,514.500,514.500,0.007,172.007,0.000,344.000
block-1-1-conv3,13064.742,17595.053,514.500,686.000,3.062,344.000,516.000,716.000
block-1-1-bn3,1598.666,2693.676,686.000,686.000,0.014,344.014,0.000,688.000
block-1-1-downsample,1367.671,47.033,686.000,343.000,0.000,344.000,0.000,344.000
