op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,7297.187,7452.620,27.562,514.500,0.016,514.500,595.500,516.000
bn1,2306.403,3774.922,514.500,514.500,0.002,514.502,1.498,1032.000
relu1,1317.942,1969.054,514.500,514.500,0.000,514.500,1.500,1032.000
maxpool,1214.134,5164.526,514.500,128.625,0.000,386.625,1.375,646.000
block-0-0-conv1,2011.509,3608.342,128.625,257.250,0.024,128.625,163.375,520.000
block-0-0-bn1,540.479,895.208,257.250,257.250,0.002,128.627,1.373,260.000
block-0-0-conv2,5050.635,6985.657,257.250,385.875,0.431,258.000,306.000,388.000
block-0-0-bn2,1082.098,1803.508,385.875,385.875,0.003,258.004,0.000,516.000
block-0-0-conv3,8047.320,8064.501,385.875,643.125,0.191,514.500,595.500,1032.000
block-0-0-bn3,2153.040,3606.522,643.125,643.125,0.007,514.507,1.493,1032.000
block-0-0-downsample,11629.844,8587.933,643.125,514.500,0.096,1029.007,1112.993,516.000
block-0-0-relu,1317.486,1969.323,514.500,514.500,0.000,514.500,1.500,1032.000
block-0-1-conv1,2551.359,20275.781,514.500,643.125,0.096,128.625,163.375,1678.000
block-0-1-bn1,540.479,895.208,643.125,643.125,0.002,128.627,1.373,260.000
block-0-1-conv2,5050.635,6985.657,643.125,771.750,0.431,258.000,306.000,388.000
block-0-1-bn2,1082.098,1803.508,771.750,771.750,0.003,258.004,0.000,516.000
block-0-1-conv3,8047.320,8064.501,771.750,1029.000,0.191,514.500,595.500,1032.000
block-0-1-bn3,2153.040,3606.522,1029.000,1029.000,0.007,514.507,1.493,1032.000
block-0-1-downsample,1969.686,46.408,1029.000,514.500,0.000,514.500,1.500,516.000
block-0-1-relu,1317.486,1969.323,514.500,514.500,0.000,514.500,1.500,1032.000
block-0-2-conv1,2551.359,20275.781,514.500,643.125,0.096,128.625,163.375,1678.000
block-0-2-bn1,540.479,895.208,643.125,643.125,0.002,128.627,1.373,260.000
block-0-2-conv2,5050.635,6985.657,643.125,771.750,0.431,258.000,306.000,388.000
block-0-2-bn2,1082.098,1803.508,771.750,771.750,0.003,258.004,0.000,516.000
block-0-2-conv3,8047.320,8064.501,771.750,1029.000,0.191,514.500,595.500,1032.000
block-0-2-bn3,2153.040,3606.522,1029.000,1029.000,0.007,514.507,1.493,1032.000
block-0-2-downsample,1969.686,46.408,1029.000,514.500,0.000,514.500,1.500,516.000
block-0-2-relu,1317.486,1969.323,514.500,514.500,0.000,514.500,1.500,1032.000
block-1-0-conv1,4761.324,21017.975,514.500,771.750,0.191,258.000,306.000,1806.000
block-1-0-bn1,1082.098,1803.508,771.750,771.750,0.003,258.004,0.000,516.000
block-1-0-conv2,4624.414,13376.323,771.750,643.125,1.723,128.625,127.375,388.000
block-1-0-bn2,552.994,911.990,643.125,643.125,0.007,128.632,1.368,260.000
block-1-0-conv3,4697.717,5098.532,643.125,771.750,0.766,258.000,306.000,518.000
block-1-0-bn3,1092.361,1901.481,771.750,771.750,0.014,258.014,0.000,516.000
block-1-0-downsample,6809.201,21141.431,771.750,257.250,0.766,516.014,563.986,774.000
block-1-0-relu,707.611,987.170,257.250,257.250,0.000,258.000,0.000,516.000
block-1-1-conv1,2186.354,6858.752,257.250,321.562,0.383,64.312,101.688,840.000
block-1-1-bn1,283.269,456.434,321.562,321.562,0.003,64.316,1.684,132.000
block-1-1-conv2,3551.478,4193.336,321.562,385.875,1.723,128.625,109.375,516.000
block-1-1-bn2,552.994,911.990,385.875,385.875,0.007,128.632,1.368,260.000
block-1-1-conv3,4697.717,5098.532,385.875,514.500,0.766,258.000,306.000,518.000
block-1-1-bn3,1092.361,1901.481,514.500,514.500,0.014,258.014,0.000,516.000
block-1-1-downsample,987.185,47.724,514.500,257.250,0.000,258.000,0.000,258.000
