data_size(MB),time(ms)
172,13.916
171,13.849
128,10.558
42,3.579
85,6.999
86,7.066
214,17.394
344,46.790
257,20.692
343,27.538
21,3.097
107,14.943
22,1.908
10,1.650
53,7.552
64,5.325
43,5.728
5,0.926
26,2.344
32,4.273
0,0.155
108,8.784
366,49.747
258,33.047
44,3.671
27,3.976
65,8.537
16,2.357
13,1.983
96,13.647
194,15.712
354,28.694
48,6.990
24,3.664
54,7.701
12,1.680
91,12.776
182,25.104
349,28.202
45,6.447
23,2.094
49,7.097
8,1.281
11,1.593
428,34.516
688,1000000000.000
514,1000000000.000
686,1000000000.000
430,34.678
730,1000000000.000
516,1000000000.000
386,31.108
710,1000000000.000
193,26.743
698,1000000000.000
385,30.994
643,1000000000.000
1029,1000000000.000
771,1000000000.000
321,26.018
160,20.605
192,26.720
80,10.483
1,0.349
17,1.478
322,26.073
1093,1000000000.000
774,1000000000.000
81,6.687
40,5.321
290,37.074
578,1000000000.000
1061,1000000000.000
644,1000000000.000
144,20.123
72,9.526
36,5.107
274,37.309
546,1000000000.000
1045,1000000000.000
580,1000000000.000
136,18.898
289,36.934
68,9.613
34,4.873
857,1000000000.000
1372,1000000000.000
858,1000000000.000
1458,1000000000.000
515,1000000000.000
429,34.605
1032,1000000000.000
772,1000000000.000
1414,1000000000.000
860,1000000000.000
728,1000000000.000
1394,1000000000.000
