data_size(MB),time(ms)
24,0.701
16,0.482
32,0.921
48,1.357
64,1.787
256,6.644
288,7.436
384,9.840
80,2.223
400,10.261
40,1.141
128,3.430
152,4.042
192,5.043
8,0.260
200,5.243
160,4.240
56,1.576
12,0.371
28,0.814
84,2.311
96,2.626
4,0.148
20,0.591
100,2.722
44,1.254
6,0.204
22,0.669
50,1.412
2,0.090
18,0.539
46,1.304
30,0.866
38,1.084
14,0.428
512,13.035
576,14.614
768,19.439
800,20.222
304,7.852
320,8.237
112,3.041
168,4.449
88,2.407
36,1.026
92,2.522
60,1.679
76,2.102
1024,25.805
1152,28.989
1536,38.525
1600,40.137
608,15.430
640,16.239
224,5.853
336,8.643
176,4.653
72,1.991
184,4.839
120,3.226
2048,51.296
2304,57.806
3072,76.947
3200,80.346
1216,30.635
1280,32.188
448,11.466
672,17.025
352,9.057
144,3.833
368,9.452
240,6.251
