data_size(MB),time(ms)
3,0.234
2,0.177
4,0.297
6,0.411
8,0.518
64,3.487
68,3.787
96,5.191
10,0.612
400,33.028
5,0.344
32,1.755
35,3.089
48,2.626
1,0.127
200,16.567
36,2.012
7,0.451
16,0.932
18,1.051
24,1.370
0,0.104
100,8.427
20,1.781
12,0.726
50,4.289
128,6.860
136,7.309
192,10.288
800,65.655
70,3.820
72,3.937
14,1.263
37,2.066
40,2.215
11,0.715
9,0.558
256,13.706
272,14.525
384,20.552
1600,1000000000.000
140,7.528
144,7.733
28,2.446
74,4.014
80,4.314
22,1.320
41,2.320
23,2.032
15,0.876
19,1.142
512,27.513
544,29.239
768,41.589
3200,1000000000.000
280,14.945
288,15.437
56,4.797
148,7.891
160,8.557
44,2.510
82,4.417
46,3.947
30,1.658
38,2.184
