data_size(MB),time(ms)
6,0.198
4,0.152
8,0.212
96,1.584
100,1.659
512,8.021
548,8.624
768,12.000
32,0.588
36,0.652
128,2.128
132,3.900
1,0.100
5,0.176
24,0.459
29,0.555
45,0.810
48,0.838
13,0.307
72,1.214
77,1.310
165,2.692
192,3.086
37,1.168
60,1.851
52,0.901
256,4.063
276,4.411
384,6.044
16,0.336
20,0.407
64,1.090
68,2.083
12,0.310
17,0.369
25,0.496
9,0.236
41,0.744
85,1.450
21,0.713
30,0.956
28,0.524
140,2.299
11,0.258
15,0.322
2,0.107
7,0.196
18,0.376
23,0.446
14,0.511
3,0.131
10,0.253
200,3.244
1024,15.987
1096,1000000000.000
1536,1000000000.000
264,7.630
58,1.001
90,1.515
26,0.502
144,2.360
154,2.504
330,5.238
74,2.214
120,3.558
104,1.726
552,8.743
40,0.734
136,4.007
34,0.633
50,0.883
82,1.373
170,2.753
42,1.305
56,0.966
280,4.455
22,0.441
46,0.814
400,6.313
2048,1000000000.000
2192,1000000000.000
3072,1000000000.000
528,15.196
116,1.901
180,2.906
288,4.599
308,4.891
660,10.379
148,4.335
240,6.615
208,3.348
1104,1000000000.000
80,1.342
272,7.913
164,2.653
340,5.401
84,2.532
112,1.841
560,8.785
44,0.796
92,1.528
800,12.543
4096,1000000000.000
4384,1000000000.000
6144,1000000000.000
1056,1000000000.000
232,3.709
360,5.710
576,9.070
616,9.678
1320,1000000000.000
296,8.542
478,12.991
416,6.581
2208,1000000000.000
160,2.591
544,15.682
328,5.183
680,10.726
168,4.915
224,3.588
1120,1000000000.000
88,1.469
184,2.953
