data_size(MB),time(ms)
344,19.336
343,12.534
258,14.505
85,3.273
86,3.418
171,6.408
257,9.462
172,6.459
428,15.588
688,38.352
514,18.659
686,24.723
42,1.675
214,7.956
21,1.322
107,6.241
22,0.930
128,4.865
10,0.693
53,3.198
64,2.616
0,0.078
430,15.611
730,40.831
516,28.680
108,4.092
32,1.972
27,1.675
194,7.215
386,14.052
710,39.527
193,10.978
96,5.683
44,1.718
48,2.893
24,1.531
182,10.449
366,20.503
698,25.082
91,5.329
45,2.727
26,1.074
16,1.029
23,0.982
857,30.691
1372,76.955
1029,57.375
1,0.154
858,30.787
1458,81.798
515,18.697
687,24.718
429,15.576
1032,57.363
772,27.735
1414,79.525
860,47.674
43,2.623
728,26.274
1394,78.222
365,20.419
774,42.915
1030,36.727
771,27.694
1286,45.819
2060,1000000000.000
1543,54.972
2058,1000000000.000
643,23.192
321,12.059
385,14.021
160,9.250
192,11.010
2,0.155
1288,46.100
2188,1000000000.000
322,12.148
773,42.921
80,4.753
578,21.199
1158,41.352
2124,1000000000.000
1287,72.303
290,16.306
644,35.868
144,8.375
72,4.280
546,30.486
1094,39.121
2092,1000000000.000
1157,64.313
274,15.434
580,32.350
136,7.944
289,16.213
68,4.058
1715,61.154
2744,1000000000.000
3,0.189
1716,61.177
2916,1000000000.000
1544,55.036
2830,1000000000.000
2786,1000000000.000
