data_size(MB),time(ms)
16,0.482
10,0.316
20,0.591
30,0.866
40,1.141
256,6.644
276,7.138
384,9.840
15,0.453
50,1.412
400,10.261
25,0.728
128,3.430
143,3.826
192,5.043
5,0.176
200,5.243
148,3.955
35,1.004
7,0.232
17,0.524
64,1.787
76,2.102
96,2.626
2,0.090
12,0.371
100,2.722
84,2.311
27,0.800
4,0.148
13,0.399
32,0.921
43,1.228
48,1.357
1,0.066
11,0.346
52,1.464
28,0.814
18,0.539
23,0.674
8,0.260
60,1.679
80,2.223
512,13.035
552,14.069
768,19.439
800,20.222
286,7.410
296,7.633
70,1.965
153,4.072
168,4.449
55,1.547
86,2.371
22,0.669
104,2.816
57,1.615
37,1.056
47,1.349
120,3.226
160,4.240
1024,25.805
1104,27.829
1536,38.525
1600,40.137
572,14.547
592,15.046
140,3.726
306,7.903
336,8.643
110,2.984
173,4.563
45,1.277
208,5.452
115,3.123
75,2.079
95,2.631
240,6.251
320,8.237
2048,51.296
2208,55.339
3072,76.947
3200,80.346
1144,28.817
1184,29.770
280,7.236
612,15.568
672,17.025
220,5.747
346,8.878
90,2.491
416,10.647
230,5.991
150,4.006
190,5.001
