data_size(MB),time(ms)
344,5.423
343,5.409
258,4.124
85,1.404
86,1.453
171,2.731
257,4.090
172,5.467
428,6.763
688,21.278
514,8.082
686,10.788
42,0.730
214,3.403
21,0.824
107,3.368
22,0.827
128,2.082
10,0.242
53,0.910
64,2.163
0,0.083
430,6.771
730,22.483
516,16.020
108,1.728
32,1.193
27,0.950
194,3.097
386,6.087
710,21.882
193,6.050
96,1.597
44,0.735
48,1.676
24,0.491
182,2.933
366,5.781
698,10.944
91,2.903
45,0.793
26,0.486
16,0.700
23,0.440
857,13.447
1372,42.217
1029,16.054
1,0.093
858,13.442
1458,44.759
515,8.084
687,10.739
429,6.763
1032,31.839
772,12.094
1414,43.423
860,26.543
43,1.424
728,11.403
1394,42.805
365,11.280
774,23.856
1030,16.055
771,12.114
1286,20.034
2060,1000000000.000
1543,24.008
2058,1000000000.000
643,10.088
321,10.060
385,6.089
160,5.127
192,6.044
2,0.139
1288,20.048
2188,1000000000.000
322,10.030
773,12.118
80,2.648
578,17.890
1158,18.048
2124,1000000000.000
1287,39.578
290,9.064
644,10.153
144,4.635
72,2.406
546,16.868
1094,33.719
2092,1000000000.000
1157,35.633
274,8.573
580,18.011
136,4.361
289,8.988
68,2.285
1715,26.672
2744,1000000000.000
3,0.140
1716,26.678
2916,1000000000.000
1544,24.026
2830,1000000000.000
2786,1000000000.000
