data_size(MB),time(ms)
6,0.245
4,0.186
8,0.276
48,1.115
52,1.166
256,5.321
276,5.692
384,7.962
16,0.435
20,0.514
64,1.436
68,1.796
1,0.145
5,0.211
12,0.351
17,0.449
25,0.608
24,0.599
9,0.297
36,0.837
41,0.965
85,1.855
96,2.074
21,0.668
60,1.629
28,0.674
128,2.699
140,2.949
192,4.013
32,0.790
11,0.330
15,0.411
2,0.131
7,0.258
18,0.471
23,0.573
45,1.013
13,0.378
30,0.854
72,1.600
3,0.165
10,0.321
14,0.419
38,0.876
0,0.103
104,2.234
512,10.633
552,1000000000.000
768,1000000000.000
40,0.940
136,3.470
34,0.804
50,1.140
82,1.794
170,3.531
42,1.188
120,3.101
56,1.285
280,5.812
22,0.552
46,1.045
90,1.951
26,0.628
144,3.016
76,1.674
19,0.490
208,4.316
1024,1000000000.000
1104,1000000000.000
1536,1000000000.000
80,1.756
272,6.778
100,2.164
164,3.434
340,7.008
84,2.185
240,6.312
112,2.411
560,1000000000.000
44,1.014
92,1.994
180,3.726
288,5.964
152,3.171
416,8.583
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
160,3.335
544,1000000000.000
200,4.153
328,6.791
680,1000000000.000
168,4.257
478,12.115
224,4.657
1120,1000000000.000
88,1.907
184,3.829
360,7.432
576,1000000000.000
304,6.295
