data_size(MB),time(ms)
490,26.415
368,19.756
122,6.575
245,13.070
367,19.780
246,20.328
612,33.032
980,74.122
735,39.687
492,40.510
61,3.344
306,16.321
62,5.255
30,1.682
153,8.172
183,9.817
123,9.336
15,0.932
76,4.265
16,1.514
91,7.656
1,0.225
0,0.104
184,9.862
308,16.476
1042,1000000000.000
491,26.358
738,60.701
124,6.682
92,5.004
45,3.926
38,3.049
276,14.769
552,29.677
1010,75.342
614,50.552
138,7.450
307,25.312
69,5.390
68,5.794
31,1.796
34,2.998
262,13.984
520,28.020
996,74.248
261,14.525
554,45.616
130,9.902
77,4.305
275,22.727
65,5.118
140,10.591
22,1.303
32,2.665
736,39.764
1225,1000000000.000
1960,1000000000.000
1470,1000000000.000
2,0.245
1226,1000000000.000
2082,1000000000.000
78,4.220
1102,1000000000.000
2022,1000000000.000
551,29.668
137,7.654
1990,1000000000.000
1104,1000000000.000
1837,1000000000.000
2940,1000000000.000
2205,1000000000.000
1472,1000000000.000
918,49.756
459,24.667
229,19.008
46,3.965
3,0.264
920,49.844
1838,1000000000.000
3124,1000000000.000
1103,1000000000.000
1471,1000000000.000
919,50.969
2208,1000000000.000
460,24.716
230,12.280
114,9.607
828,44.776
1654,1000000000.000
3032,1000000000.000
827,45.845
1840,1000000000.000
413,34.056
414,22.272
206,17.063
104,5.584
782,42.351
1562,1000000000.000
2986,1000000000.000
781,64.115
1656,1000000000.000
390,32.170
196,10.450
195,16.176
97,7.487
2450,1000000000.000
3920,1000000000.000
5,0.544
4166,1000000000.000
2206,1000000000.000
4042,1000000000.000
3982,1000000000.000
1041,1000000000.000
