data_size(MB),time(ms)
172,2.778
171,2.765
128,2.111
42,0.773
85,1.435
86,2.421
214,3.423
344,9.461
257,4.097
343,5.448
21,0.435
107,1.757
22,0.728
10,0.255
53,0.932
64,1.967
43,1.347
5,0.259
26,0.509
32,1.039
0,0.080
108,1.792
366,9.834
258,7.486
44,0.777
27,0.868
65,1.990
16,0.578
13,0.488
96,1.605
194,3.127
354,10.295
48,1.507
24,0.494
54,1.668
12,0.465
91,2.713
182,2.929
349,9.337
45,0.810
23,0.724
49,1.526
8,0.355
11,0.402
428,6.750
688,18.742
514,8.141
686,10.753
430,6.803
730,19.823
516,14.849
386,6.114
710,19.226
193,3.096
698,20.218
385,6.104
643,10.169
1029,1000000000.000
771,12.218
321,9.303
160,4.710
192,3.078
80,1.357
1,0.100
17,0.368
322,9.344
1093,1000000000.000
774,22.348
81,2.453
40,1.279
290,8.421
578,16.764
1061,1000000000.000
644,18.589
144,4.253
72,1.262
36,1.118
274,7.984
546,15.834
1045,1000000000.000
580,9.114
136,4.025
289,7.912
68,2.096
34,1.036
857,13.434
1372,1000000000.000
858,13.426
1458,1000000000.000
515,8.108
429,6.802
1032,1000000000.000
772,12.176
1414,1000000000.000
860,24.777
728,11.502
1394,1000000000.000
