data_size(MB),time(ms)
6,0.414
4,0.299
8,0.525
48,2.695
52,2.835
256,13.691
276,14.735
384,20.635
16,0.937
20,1.786
64,3.478
68,5.279
1,0.212
5,0.343
12,0.739
17,0.994
25,1.407
24,1.363
9,0.563
36,2.001
41,2.307
85,4.579
96,5.181
21,1.210
60,5.181
28,1.543
128,6.862
140,7.568
192,10.279
32,1.767
11,1.031
15,0.875
2,0.177
7,0.452
18,1.048
23,1.318
45,2.461
13,0.770
30,2.615
72,3.947
3,0.235
10,0.639
14,0.823
38,2.094
0,0.101
104,5.594
512,27.602
552,29.767
768,41.581
40,3.458
136,7.320
34,1.872
50,2.723
82,4.462
170,9.125
42,2.308
120,10.026
56,3.058
280,14.996
22,1.946
46,2.527
90,4.875
26,1.448
144,7.756
76,4.124
19,1.097
208,11.121
1024,56.837
1104,1000000000.000
1536,1000000000.000
80,6.804
272,14.551
100,5.406
164,8.790
340,18.212
84,6.425
240,19.958
112,6.036
560,30.202
44,3.777
92,4.970
180,9.606
288,15.431
152,8.186
416,22.309
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
160,13.347
544,29.343
200,10.690
328,17.622
680,36.706
168,12.728
478,39.233
224,11.959
1120,1000000000.000
88,4.752
184,9.830
360,19.283
576,31.070
304,16.245
