data_size(MB),time(ms)
246,3.925
245,3.913
184,2.991
61,1.060
62,1.069
122,2.007
980,15.338
1041,1000000000.000
306,4.866
492,14.163
1225,1000000000.000
490,7.703
367,5.795
735,11.485
30,0.595
153,2.500
612,9.625
183,2.965
124,3.671
15,0.519
76,2.313
16,0.579
91,1.525
7,0.311
38,1.198
0,0.082
123,3.641
8,0.226
92,1.561
1010,15.752
522,15.094
552,8.672
368,5.835
506,7.948
276,4.410
186,5.424
45,0.811
253,7.349
138,2.257
22,0.446
126,3.710
78,1.330
996,15.556
508,14.609
520,8.188
307,8.324
497,14.372
262,4.175
154,4.534
31,0.991
249,7.247
130,3.830
69,2.108
987,28.466
499,13.602
275,7.484
46,0.838
493,7.765
139,2.254
247,7.229
68,2.087
11,0.406
1960,1000000000.000
2082,1000000000.000
2450,1000000000.000
1470,1000000000.000
1,0.093
2022,1000000000.000
1042,1000000000.000
491,7.727
1102,1000000000.000
738,19.847
1990,1000000000.000
614,16.572
32,0.587
1976,1000000000.000
736,11.530
308,4.905
554,14.931
140,4.111
2940,1000000000.000
3123,1000000000.000
918,14.350
1472,1000000000.000
3675,1000000000.000
2205,1000000000.000
459,7.224
1837,1000000000.000
551,8.670
229,3.652
114,1.884
3032,1000000000.000
1564,1000000000.000
1653,1000000000.000
1103,1000000000.000
1104,1000000000.000
1516,1000000000.000
828,12.940
137,4.037
758,11.838
414,6.526
380,6.001
230,3.676
2986,1000000000.000
1518,1000000000.000
1561,1000000000.000
920,24.752
1492,1000000000.000
781,12.159
748,11.733
390,6.137
373,10.801
206,3.293
2962,1000000000.000
1494,1000000000.000
460,7.246
1515,1000000000.000
1481,1000000000.000
413,6.503
741,21.384
207,3.311
34,0.629
370,10.773
3920,1000000000.000
4165,1000000000.000
4900,1000000000.000
2,0.122
4042,1000000000.000
3982,1000000000.000
1226,1000000000.000
995,28.674
3950,1000000000.000
2021,1000000000.000
1975,1000000000.000
553,15.975
