data_size(MB),time(ms)
246,20.328
245,13.070
184,9.862
61,3.344
62,5.255
122,6.575
980,74.122
1041,1000000000.000
306,16.321
492,40.510
1225,1000000000.000
490,26.415
367,19.780
735,39.687
30,1.682
153,8.172
612,33.032
183,9.817
124,6.682
15,0.932
76,4.265
16,1.514
91,7.656
7,0.775
38,3.049
0,0.104
123,9.336
8,0.771
92,5.004
1010,75.342
522,42.910
552,29.677
368,19.756
506,27.136
276,14.769
186,15.444
45,3.926
253,19.217
138,7.450
22,1.303
126,10.521
78,4.220
996,74.248
508,41.670
520,28.020
307,25.312
497,37.772
262,13.984
154,12.848
31,1.796
249,20.604
130,9.902
69,5.390
987,74.558
499,41.229
275,22.727
46,3.965
493,26.490
139,10.551
247,20.480
68,5.794
11,1.014
1960,1000000000.000
2082,1000000000.000
2450,1000000000.000
1470,1000000000.000
1,0.225
2022,1000000000.000
1042,1000000000.000
491,26.358
1102,1000000000.000
738,60.701
1990,1000000000.000
614,50.552
32,2.665
1976,1000000000.000
736,39.764
308,16.476
554,45.616
140,10.591
2940,1000000000.000
3123,1000000000.000
918,49.756
1472,1000000000.000
3675,1000000000.000
2205,1000000000.000
459,24.667
1837,1000000000.000
551,29.668
229,19.008
114,9.607
3032,1000000000.000
1564,1000000000.000
1653,1000000000.000
1103,1000000000.000
1104,1000000000.000
1516,1000000000.000
828,44.776
137,7.654
758,62.292
414,22.272
380,20.335
230,12.280
2986,1000000000.000
1518,1000000000.000
1561,1000000000.000
920,49.844
1492,1000000000.000
781,64.115
748,40.438
390,32.170
373,28.356
206,17.063
2962,1000000000.000
1494,1000000000.000
460,24.716
1515,1000000000.000
1481,1000000000.000
413,34.056
741,56.164
207,11.127
34,2.998
370,30.591
3920,1000000000.000
4165,1000000000.000
4900,1000000000.000
2,0.245
4042,1000000000.000
3982,1000000000.000
1226,1000000000.000
995,55.625
3950,1000000000.000
2021,1000000000.000
1975,1000000000.000
553,45.516
