op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,14123.827,10539.260,36.750,980.000,0.022,980.000,1116.000,980.000
bn1,4515.426,7724.634,980.000,980.000,0.002,980.003,0.000,1960.000
relu1,2506.810,3747.820,980.000,980.000,0.000,980.000,0.000,1960.000
maxpool,2310.897,9779.210,980.000,245.000,0.000,736.000,0.000,1226.000
block-0-0-conv1,4991.070,5834.301,245.000,490.000,0.049,276.625,225.375,1048.000
block-0-0-bn1,1067.678,1866.395,490.000,490.000,0.002,246.003,0.000,492.000
block-0-0-conv2,108764.679,133641.586,490.000,4165.000,7.031,3950.625,225.375,7512.000
block-0-0-bn2,16625.440,29611.509,4165.000,4165.000,0.039,3920.039,0.000,7840.000
block-0-0-conv3,46691.091,101895.529,4165.000,1225.000,3.125,1470.000,3430.000,5884.000
block-0-0-bn3,4227.244,6986.874,1225.000,1225.000,0.010,980.010,0.000,1960.000
block-0-0-downsample,25078.797,16849.663,1225.000,980.000,0.195,1990.635,1205.365,980.000
block-0-0-relu,2520.546,3748.928,980.000,980.000,0.000,980.000,0.000,1960.000
block-0-1-conv1,7763.984,21418.899,980.000,1225.000,0.195,368.500,869.500,3434.000
block-0-1-bn1,1067.678,1866.395,1225.000,1225.000,0.002,246.003,0.000,492.000
block-0-1-conv2,108764.679,133641.586,1225.000,4900.000,7.031,3950.625,225.375,7512.000
block-0-1-bn2,16625.440,29611.509,4900.000,4900.000,0.039,3920.039,0.000,7840.000
block-0-1-conv3,46691.091,101895.529,4900.000,1960.000,3.125,1470.000,3430.000,5884.000
block-0-1-bn3,4227.244,6986.874,1960.000,1960.000,0.010,980.010,0.000,1960.000
block-0-1-downsample,3747.590,50.263,1960.000,980.000,0.000,980.000,0.000,980.000
block-0-1-relu,2520.546,3748.928,980.000,980.000,0.000,980.000,0.000,1960.000
block-0-2-conv1,7763.984,21418.899,980.000,1225.000,0.195,368.500,869.500,3434.000
block-0-2-bn1,1067.678,1866.395,1225.000,1225.000,0.002,246.003,0.000,492.000
block-0-2-conv2,108764.679,133641.586,1225.000,4900.000,7.031,3950.625,225.375,7512.000
block-0-2-bn2,16625.440,29611.509,4900.000,4900.000,0.039,3920.039,0.000,7840.000
block-0-2-conv3,46691.091,101895.529,4900.000,1960.000,3.125,1470.000,3430.000,5884.000
block-0-2-bn3,4227.244,6986.874,1960.000,1960.000,0.010,980.010,0.000,1960.000
block-0-2-downsample,3747.590,50.263,1960.000,980.000,0.000,980.000,0.000,980.000
block-0-2-relu,2520.546,3748.928,980.000,980.000,0.000,980.000,0.000,1960.000
block-1-0-conv1,13033.018,24563.444,980.000,1470.000,0.391,612.500,869.500,3678.000
block-1-0-bn1,2118.951,3439.252,1470.000,1470.000,0.005,490.005,0.000,980.000
block-1-0-conv2,81945.375,140158.522,1470.000,2940.000,28.125,2021.250,372.750,2574.000
block-1-0-bn2,8108.789,15012.217,2940.000,2940.000,0.078,1960.078,0.000,3920.000
block-1-0-conv3,34556.593,75135.201,2940.000,1470.000,12.500,736.000,1722.000,3508.000
block-1-0-bn3,2059.468,3571.831,1470.000,1470.000,0.020,490.020,0.000,980.000
block-1-0-downsample,16983.912,26871.449,1470.000,490.000,1.562,1102.520,1359.480,1470.000
block-1-0-relu,1254.991,1876.439,490.000,490.000,0.000,490.000,0.000,980.000
block-1-1-conv1,4740.323,11665.967,490.000,612.500,0.781,184.500,435.500,1720.000
block-1-1-bn1,536.714,898.378,612.500,612.500,0.005,122.505,1.495,248.000
block-1-1-conv2,55309.461,59103.732,612.500,2450.000,28.125,1975.312,4638.688,4558.000
block-1-1-bn2,8108.789,15012.217,2450.000,2450.000,0.078,1960.078,0.000,3920.000
block-1-1-conv3,34556.593,75135.201,2450.000,980.000,12.500,736.000,1722.000,3508.000
block-1-1-bn3,2059.468,3571.831,980.000,980.000,0.020,490.020,0.000,980.000
block-1-1-downsample,1875.676,48.791,980.000,490.000,0.000,490.000,0.000,490.000
block-1-1-relu,1254.991,1876.439,490.000,490.000,0.000,490.000,0.000,980.000
block-1-2-conv1,4740.323,11665.967,490.000,612.500,0.781,184.500,435.500,1720.000
block-1-2-bn1,536.714,898.378,612.500,612.500,0.005,122.505,1.495,248.000
block-1-2-conv2,55309.461,59103.732,612.500,2450.000,28.125,1975.312,4638.688,4558.000
block-1-2-bn2,8108.789,15012.217,2450.000,2450.000,0.078,1960.078,0.000,3920.000
block-1-2-conv3,34556.593,75135.201,2450.000,980.000,12.500,736.000,1722.000,3508.000
block-1-2-bn3,2059.468,3571.831,980.000,980.000,0.020,490.020,0.000,980.000
block-1-2-downsample,1875.676,48.791,980.000,490.000,0.000,490.000,0.000,490.000
block-1-2-relu,1254.991,1876.439,490.000,490.000,0.000,490.000,0.000,980.000
block-1-3-conv1,4740.323,11665.967,490.000,612.500,0.781,184.500,435.500,1720.000
block-1-3-bn1,536.714,898.378,612.500,612.500,0.005,122.505,1.495,248.000
block-1-3-conv2,55309.461,59103.732,612.500,2450.000,28.125,1975.312,4638.688,4558.000
block-1-3-bn2,8108.789,15012.217,2450.000,2450.000,0.078,1960.078,0.000,3920.000
block-1-3-conv3,34556.593,75135.201,2450.000,980.000,12.500,736.000,1722.000,3508.000
block-1-3-bn3,2059.468,3571.831,980.000,980.000,0.020,490.020,0.000,980.000
block-1-3-downsample,1875.676,48.791,980.000,490.000,0.000,490.000,0.000,490.000
block-1-3-relu,1254.991,1876.439,490.000,490.000,0.000,490.000,0.000,980.000
block-2-0-conv1,7943.828,15399.067,490.000,735.000,1.562,306.250,0.000,2088.000
block-2-0-bn1,1091.608,1800.662,735.000,735.000,0.010,246.010,0.000,492.000
block-2-0-conv2,71617.243,149116.919,735.000,1470.000,112.500,1010.625,1191.375,360.000
block-2-0-bn2,4378.508,7952.056,1470.000,1470.000,0.156,980.156,0.000,1960.000
block-2-0-conv3,31351.671,61065.855,1470.000,735.000,50.000,368.500,869.500,1524.000
block-2-0-bn3,1130.809,1945.995,735.000,735.000,0.039,246.039,0.000,492.000
block-2-0-downsample,10497.695,17517.099,735.000,245.000,6.250,553.289,618.711,736.000
block-2-0-relu,669.930,940.289,245.000,245.000,0.000,246.000,0.000,492.000
block-2-1-conv1,3201.396,7476.795,245.000,306.250,3.125,92.625,193.375,866.000
block-2-1-bn1,299.375,497.675,306.250,306.250,0.010,62.010,0.000,124.000
block-2-1-conv2,43008.382,65838.748,306.250,1225.000,112.500,987.656,7328.344,8180.000
block-2-1-bn2,4378.508,7952.056,1225.000,1225.000,0.156,980.156,0.000,1960.000
block-2-1-conv3,31351.671,61065.855,1225.000,490.000,50.000,368.500,869.500,1524.000
block-2-1-bn3,1130.809,1945.995,490.000,490.000,0.039,246.039,0.000,492.000
block-2-1-downsample,945.060,48.223,490.000,245.000,0.000,246.000,0.000,246.000
block-2-1-relu,669.930,940.289,245.000,245.000,0.000,246.000,0.000,492.000
block-2-2-conv1,3201.396,7476.795,245.000,306.250,3.125,92.625,193.375,866.000
block-2-2-bn1,299.375,497.675,306.250,306.250,0.010,62.010,0.000,124.000
block-2-2-conv2,43008.382,65838.748,306.250,1225.000,112.500,987.656,7328.344,8180.000
block-2-2-bn2,4378.508,7952.056,1225.000,1225.000,0.156,980.156,0.000,1960.000
