op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
encoder-embedding,497.307,738.766,0.016,8.000,18.938,12.035,0.000,52.000
enc-1st-layernorm,41.602,111.094,8.000,16.000,0.000,8.031,0.000,72.000
enc-attention-qkv,411.695,1030.296,16.000,32.000,6.000,24.000,40.000,178.000
enc-attention-score,365.309,624.434,32.000,144.000,0.000,128.000,128.000,296.000
enc-attention-softmax,480.173,506.191,144.000,144.000,0.000,128.000,0.000,384.000
enc-attention-dropout,482.063,416.968,144.000,144.000,0.000,192.000,0.000,512.000
enc-attention-context,398.126,626.889,144.000,16.000,0.000,8.000,12.000,144.000
enc-attention-dense,338.687,218.425,16.000,16.002,2.000,8.000,12.000,36.000
enc-post-attention-dropout,98.879,79.408,16.002,8.000,0.000,12.000,8.000,68.000
enc-2nd-layernorm,41.661,111.319,8.000,16.000,0.000,8.031,0.000,72.000
enc-MLP-GEMM-1,431.169,1070.405,16.000,40.008,8.000,32.000,0.000,116.000
enc-MLP-gelu,93.987,200.375,40.008,40.000,0.000,32.000,0.000,208.000
enc-MLP-GEMM-2,659.686,747.216,40.000,16.002,8.000,8.000,0.000,52.000
enc-post-MLP-dropout,99.111,89.986,16.002,8.000,0.000,12.000,8.000,68.000
enc-final-layernorm,64.740,1633.247,8.000,8.000,0.000,16.031,3.969,36.000
decoder-embedding,528.986,56.661,8.000,10.000,18.938,11.013,10.987,16.000
dec-1st-layernorm,41.467,101.910,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-1,192.056,389.916,12.000,16.000,6.000,6.000,14.000,80.000
dec-attention-score-1,62.935,144.230,16.000,20.000,0.000,8.000,12.000,52.000
dec-attention-softmax-1,68.413,81.196,20.000,20.000,0.000,8.000,12.000,52.000
dec-attention-dropout-1,62.021,66.991,20.000,20.000,0.000,12.000,8.000,52.000
dec-attention-context-1,81.327,120.170,20.000,12.000,0.000,2.000,18.000,36.000
dec-attention-dense-1,213.323,126.181,12.000,12.002,2.000,2.000,0.000,40.000
dec-post-attention-dropout-1,69.115,85.335,12.002,10.000,0.000,3.000,0.000,36.000
dec-2nd-layernorm,41.223,100.688,10.000,12.000,0.000,2.008,0.000,36.000
dec-attention-qkv-2,325.230,1117.470,12.000,28.000,6.000,18.000,18.000,172.000
dec-attention-score-2,100.130,215.520,28.000,50.000,0.000,32.000,32.000,116.000
dec-attention-softmax-2,120.999,131.326,50.000,50.000,0.000,32.000,0.000,132.000
dec-attention-dropout-2,123.672,107.222,50.000,50.000,0.000,48.000,0.000,144.000
dec-attention-context-2,100.660,186.270,50.000,12.000,0.000,2.000,0.000,72.000
dec-attention-dense-2,206.695,127.209,12.000,12.002,2.000,2.000,0.000,36.000
dec-post-attention-dropout-2,78.205,85.374,12.002,10.000,0.000,3.000,0.000,36.000
dec-3rd-layernorm,44.928,101.811,10.000,12.000,0.000,2.008,0.000,36.000
dec-MLP-GEMM-1,128.427,343.101,12.000,18.008,8.000,8.000,0.000,72.000
dec-MLP-gelu,34.937,110.710,18.008,18.000,0.000,8.000,12.000,84.000
dec-MLP-GEMM-2,218.275,222.702,18.000,12.002,8.000,2.000,0.000,56.000
dec-post-MLP-dropout,68.256,87.144,12.002,10.000,0.000,3.000,0.000,36.000
dec-final-layernorm,72.405,1595.122,10.000,10.000,0.000,4.008,0.000,36.000
t5-post-process,1011.503,944.719,2.000,0.000,14.938,30.138,0.000,60.000
