data_size(MB),time(ms)
30,1.191
20,1.235
40,1.567
60,2.330
80,3.059
320,11.686
360,13.070
480,17.364
100,5.828
400,22.358
50,2.985
160,5.992
190,7.257
240,8.842
10,0.436
200,11.337
70,2.691
15,0.626
35,2.115
105,3.988
120,4.535
5,0.246
25,1.028
55,3.276
7,0.321
27,1.678
62,2.409
2,0.129
22,0.932
57,3.432
37,1.454
47,1.930
17,0.720
640,23.021
720,25.861
960,34.369
800,44.458
380,13.813
140,5.257
210,7.766
110,6.414
125,4.707
45,1.767
115,6.712
75,2.877
95,3.758
1280,45.652
1440,51.286
1920,68.507
1600,88.439
760,27.771
280,10.269
420,15.186
220,12.451
250,9.163
90,3.429
230,12.989
150,5.622
2560,1000000000.000
2880,1000000000.000
3840,1000000000.000
3200,1000000000.000
1520,54.672
560,20.344
840,30.484
440,24.565
500,18.077
180,6.675
460,25.603
300,10.902
