op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,9656.785,8651.626,36.750,686.000,0.016,686.000,774.000,686.000
bn1,3112.468,5059.304,686.000,686.000,0.002,686.002,0.000,1372.000
relu1,1755.921,2625.233,686.000,686.000,0.000,686.000,0.000,1372.000
maxpool,1620.178,6893.950,686.000,171.500,0.000,516.000,0.000,858.000
block-0-0-conv1,2687.980,4681.929,171.500,343.000,0.024,172.000,198.000,688.000
block-0-0-bn1,723.075,1197.442,343.000,343.000,0.002,172.002,0.000,344.000
block-0-0-conv2,6612.041,9204.955,343.000,514.500,0.431,344.000,422.000,344.000
block-0-0-bn2,1451.160,2424.930,514.500,514.500,0.003,344.004,0.000,688.000
block-0-0-conv3,10582.502,10677.711,514.500,857.500,0.191,686.000,774.000,1374.000
block-0-0-bn3,2878.258,4870.310,857.500,857.500,0.007,686.007,0.000,1372.000
block-0-0-downsample,15376.834,11374.223,857.500,686.000,0.096,1372.007,1459.993,686.000
block-0-0-relu,1755.770,2625.500,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-1-conv1,3452.413,25178.382,686.000,857.500,0.096,172.000,198.000,2230.000
block-0-1-bn1,723.075,1197.442,857.500,857.500,0.002,172.002,0.000,344.000
block-0-1-conv2,6612.041,9204.955,857.500,1029.000,0.431,344.000,422.000,344.000
block-0-1-bn2,1451.160,2424.930,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-1-conv3,10582.502,10677.711,1029.000,1372.000,0.191,686.000,774.000,1374.000
block-0-1-bn3,2878.258,4870.310,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-1-downsample,2624.712,47.387,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-1-relu,1755.770,2625.500,686.000,686.000,0.000,686.000,0.000,1372.000
block-0-2-conv1,3452.413,25178.382,686.000,857.500,0.096,172.000,198.000,2230.000
block-0-2-bn1,723.075,1197.442,857.500,857.500,0.002,172.002,0.000,344.000
block-0-2-conv2,6612.041,9204.955,857.500,1029.000,0.431,344.000,422.000,344.000
block-0-2-bn2,1451.160,2424.930,1029.000,1029.000,0.003,344.004,0.000,688.000
block-0-2-conv3,10582.502,10677.711,1029.000,1372.000,0.191,686.000,774.000,1374.000
block-0-2-bn3,2878.258,4870.310,1372.000,1372.000,0.007,686.007,0.000,1372.000
block-0-2-downsample,2624.712,47.387,1372.000,686.000,0.000,686.000,0.000,686.000
block-0-2-relu,1755.770,2625.500,686.000,686.000,0.000,686.000,0.000,1372.000
block-1-0-conv1,6203.117,26077.029,686.000,1029.000,0.191,344.000,396.000,2402.000
block-1-0-bn1,1451.160,2424.930,1029.000,1029.000,0.003,344.004,0.000,688.000
block-1-0-conv2,6204.159,20361.375,1029.000,857.500,1.723,172.000,176.000,516.000
