data_size(MB),time(ms)
24,0.542
16,0.376
32,0.714
48,1.033
64,1.387
256,5.201
288,5.831
384,7.783
80,1.686
400,8.118
40,0.870
128,2.624
152,3.152
192,3.914
8,0.207
200,4.098
160,3.310
56,1.200
12,0.290
28,0.632
84,1.790
96,2.023
4,0.158
20,0.473
100,2.100
44,0.966
6,0.169
22,0.506
50,1.128
2,0.106
18,0.417
46,1.013
30,0.666
38,0.833
14,0.341
512,10.326
576,11.641
768,15.509
800,16.193
304,6.179
320,6.446
112,2.290
168,3.446
88,1.858
36,0.788
92,1.954
60,1.301
76,1.611
1024,20.702
1152,23.327
1536,31.155
1600,32.527
608,12.292
640,12.897
224,4.566
336,6.810
176,3.612
72,1.528
184,3.748
120,2.478
2048,41.960
2304,47.068
3072,62.855
3200,65.547
1216,24.649
1280,25.923
448,9.116
672,13.602
352,7.147
144,2.984
368,7.480
240,4.871
