data_size(MB),time(ms)
16,0.329
10,0.258
20,0.404
30,0.526
40,0.694
256,3.615
276,3.865
384,5.299
15,0.317
50,1.036
400,7.029
25,0.461
128,1.857
143,2.072
192,2.707
5,0.178
200,3.629
148,2.150
35,0.792
7,0.202
17,0.351
64,1.009
76,1.557
96,1.417
2,0.151
12,0.273
100,1.915
84,1.277
27,0.641
4,0.165
13,0.293
32,0.558
43,0.718
48,0.816
1,0.139
11,0.358
52,0.839
28,0.634
18,0.355
23,0.535
8,0.214
60,0.948
80,1.234
512,7.091
552,7.585
768,10.583
800,13.972
286,3.964
296,4.103
70,1.099
153,2.207
168,2.405
55,1.178
86,1.326
22,0.537
104,1.500
57,1.250
37,0.636
47,1.052
120,1.728
160,2.307
1024,14.189
1104,15.239
1536,21.361
1600,29.282
572,7.827
592,8.193
140,2.021
306,4.254
336,4.686
110,2.188
173,2.507
45,0.743
208,2.955
115,2.306
75,1.208
95,1.926
240,3.392
320,4.460
2048,28.722
2208,30.904
3072,43.317
3200,58.555
1144,15.813
1184,16.394
280,3.873
612,8.415
672,9.234
220,4.179
346,4.803
90,1.350
416,5.729
230,4.380
150,2.153
190,3.627
