op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,9181.492,4499.613,18.375,490.000,0.045,490.000,620.000,490.000
bn1,2208.167,3815.763,490.000,490.000,0.002,490.003,0.000,980.000
relu1,1256.151,1877.018,490.000,490.000,0.000,490.000,0.000,980.000
maxpool,1156.597,4990.002,490.000,122.500,0.000,368.500,1.500,614.000
block-0-0-conv1,3381.306,4043.366,122.500,245.000,0.098,153.125,98.875,560.000
block-0-0-bn1,610.161,934.438,245.000,245.000,0.002,122.503,1.497,248.000
block-0-0-conv2,64923.644,59822.530,245.000,2082.500,14.062,1990.625,4633.375,4536.000
block-0-0-bn2,8146.468,14485.346,2082.500,2082.500,0.039,1960.039,0.000,3920.000
block-0-0-conv3,37850.178,82262.834,2082.500,612.500,6.250,980.000,1968.000,2940.000
block-0-0-bn3,2106.366,3454.343,612.500,612.500,0.010,490.010,0.000,980.000
block-0-0-downsample,16050.800,10277.991,612.500,490.000,0.391,1010.635,587.365,490.000
block-0-0-relu,1304.816,1876.789,490.000,490.000,0.000,490.000,0.000,980.000
block-0-1-conv1,5386.250,13966.089,490.000,612.500,0.391,245.000,251.000,1966.000
block-0-1-bn1,610.161,934.438,612.500,612.500,0.002,122.503,1.497,248.000
block-0-1-conv2,64923.644,59822.530,612.500,2450.000,14.062,1990.625,4633.375,4536.000
block-0-1-bn2,8146.468,14485.346,2450.000,2450.000,0.039,1960.039,0.000,3920.000
block-0-1-conv3,37850.178,82262.834,2450.000,980.000,6.250,980.000,1968.000,2940.000
block-0-1-bn3,2106.366,3454.343,980.000,980.000,0.010,490.010,0.000,980.000
block-0-1-downsample,1876.266,51.008,980.000,490.000,0.000,490.000,0.000,490.000
block-0-1-relu,1304.816,1876.789,490.000,490.000,0.000,490.000,0.000,980.000
block-0-2-conv1,5386.250,13966.089,490.000,612.500,0.391,245.000,251.000,1966.000
block-0-2-bn1,610.161,934.438,612.500,612.500,0.002,122.503,1.497,248.000
block-0-2-conv2,64923.644,59822.530,612.500,2450.000,14.062,1990.625,4633.375,4536.000
block-0-2-bn2,8146.468,14485.346,2450.000,2450.000,0.039,1960.039,0.000,3920.000
block-0-2-conv3,37850.178,82262.834,2450.000,980.000,6.250,980.000,1968.000,2940.000
block-0-2-bn3,2106.366,3454.343,980.000,980.000,0.010,490.010,0.000,980.000
block-0-2-downsample,1876.266,51.008,980.000,490.000,0.000,490.000,0.000,490.000
block-0-2-relu,1304.816,1876.789,490.000,490.000,0.000,490.000,0.000,980.000
block-1-0-conv1,9253.767,17260.749,490.000,735.000,0.781,368.500,373.500,1964.000
block-1-0-bn1,1170.642,1742.809,735.000,735.000,0.005,246.005,0.000,492.000
block-1-0-conv2,69875.813,135316.178,735.000,1470.000,56.250,1041.250,124.750,1350.000
block-1-0-bn2,3940.980,7534.000,1470.000,1470.000,0.078,980.078,0.000,1960.000
block-1-0-conv3,29877.094,65644.896,1470.000,735.000,25.000,492.000,492.000,2052.000
block-1-0-bn3,1100.022,1815.546,735.000,735.000,0.020,246.020,0.000,492.000
block-1-0-downsample,11515.704,17792.065,735.000,245.000,3.125,614.520,619.480,736.000
block-1-0-relu,695.167,974.526,245.000,245.000,0.000,246.000,0.000,492.000
block-1-1-conv1,3493.395,8003.451,245.000,306.250,1.562,124.000,124.000,988.000
block-1-1-bn1,301.527,509.707,306.250,306.250,0.005,62.005,0.000,124.000
block-1-1-conv2,40670.308,41454.552,306.250,1225.000,56.250,996.000,2514.000,2466.000
block-1-1-bn2,3940.980,7534.000,1225.000,1225.000,0.078,980.078,0.000,1960.000
block-1-1-conv3,29877.094,65644.896,1225.000,490.000,25.000,492.000,492.000,2052.000
block-1-1-bn3,1100.022,1815.546,490.000,490.000,0.020,246.020,0.000,492.000
block-1-1-downsample,940.206,46.301,490.000,245.000,0.000,246.000,0.000,246.000
block-1-1-relu,695.167,974.526,245.000,245.000,0.000,246.000,0.000,492.000
block-1-2-conv1,3493.395,8003.451,245.000,306.250,1.562,124.000,124.000,988.000
block-1-2-bn1,301.527,509.707,306.250,306.250,0.005,62.005,0.000,124.000
block-1-2-conv2,40670.308,41454.552,306.250,1225.000,56.250,996.000,2514.000,2466.000
block-1-2-bn2,3940.980,7534.000,1225.000,1225.000,0.078,980.078,0.000,1960.000
block-1-2-conv3,29877.094,65644.896,1225.000,490.000,25.000,492.000,492.000,2052.000
block-1-2-bn3,1100.022,1815.546,490.000,490.000,0.020,246.020,0.000,492.000
block-1-2-downsample,940.206,46.301,490.000,245.000,0.000,246.000,0.000,246.000
block-1-2-relu,695.167,974.526,245.000,245.000,0.000,246.000,0.000,492.000
block-1-3-conv1,3493.395,8003.451,245.000,306.250,1.562,124.000,124.000,988.000
block-1-3-bn1,301.527,509.707,306.250,306.250,0.005,62.005,0.000,124.000
block-1-3-conv2,40670.308,41454.552,306.250,1225.000,56.250,996.000,2514.000,2466.000
block-1-3-bn2,3940.980,7534.000,1225.000,1225.000,0.078,980.078,0.000,1960.000
block-1-3-conv3,29877.094,65644.896,1225.000,490.000,25.000,492.000,492.000,2052.000
block-1-3-bn3,1100.022,1815.546,490.000,490.000,0.020,246.020,0.000,492.000
block-1-3-downsample,940.206,46.301,490.000,245.000,0.000,246.000,0.000,246.000
block-1-3-relu,695.167,974.526,245.000,245.000,0.000,246.000,0.000,492.000
block-2-0-conv1,6022.186,11097.857,245.000,367.500,3.125,183.750,0.000,1152.000
block-2-0-bn1,566.241,984.526,367.500,367.500,0.010,122.510,1.490,248.000
block-2-0-conv2,68917.147,145322.402,367.500,735.000,225.000,520.625,1069.375,0.000
block-2-0-bn2,1571.180,3705.159,735.000,735.000,0.156,490.156,0.000,980.000
block-2-0-conv3,26835.902,58115.710,735.000,367.500,100.000,245.000,251.000,1086.000
