data_size(MB),time(ms)
172,6.459
171,6.408
128,4.865
42,1.675
85,3.273
86,3.418
214,7.956
344,19.336
257,9.462
343,12.534
21,1.322
107,6.241
22,0.930
10,0.693
53,3.198
64,2.616
43,2.623
5,0.380
26,1.074
32,1.972
0,0.078
108,4.092
366,20.503
258,14.505
44,1.718
27,1.675
65,3.879
16,1.029
13,0.854
96,5.683
194,7.215
354,13.112
48,2.893
24,1.531
54,3.260
12,0.774
91,5.329
182,10.449
349,12.875
45,2.727
23,0.982
49,2.963
8,0.564
11,0.733
428,15.588
688,38.352
514,18.659
686,24.723
430,15.611
730,40.831
516,28.680
386,14.052
710,39.527
193,10.978
698,25.082
385,14.021
643,23.192
1029,57.375
771,27.694
321,12.059
160,9.250
192,11.010
80,4.753
1,0.154
17,0.701
322,12.148
1093,60.936
774,42.915
81,3.271
40,2.435
290,16.306
578,21.199
1061,59.330
644,35.868
144,8.375
72,4.280
36,2.181
274,15.434
546,30.486
1045,58.483
580,32.350
136,7.944
289,16.213
68,4.058
34,2.068
857,30.691
1372,76.955
858,30.787
1458,81.798
515,18.697
429,15.576
1032,57.363
772,27.735
1414,79.525
860,47.674
728,26.274
1394,78.222
