op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,13772.304,6508.437,27.562,735.000,0.045,736.000,920.000,736.000
bn1,3351.375,5779.701,735.000,735.000,0.002,736.003,0.000,1472.000
relu1,1880.982,2812.680,735.000,735.000,0.000,736.000,0.000,1472.000
maxpool,1732.202,7479.978,735.000,183.750,0.000,552.000,0.000,920.000
block-0-0-conv1,4992.789,5986.745,183.750,367.500,0.098,230.000,138.000,828.000
block-0-0-bn1,917.299,1451.604,367.500,367.500,0.002,184.003,0.000,368.000
block-0-0-conv2,98476.508,89173.661,367.500,3123.750,14.062,2986.000,6914.000,6776.000
block-0-0-bn2,12311.723,21659.998,3123.750,3123.750,0.039,2940.039,0.000,5880.000
block-0-0-conv3,57114.583,124322.622,3123.750,918.750,6.250,1472.000,2950.000,4412.000
block-0-0-bn3,3152.057,5211.248,918.750,918.750,0.010,736.010,0.000,1472.000
block-0-0-downsample,24039.704,15740.758,918.750,735.000,0.391,1518.010,873.990,784.000
block-0-0-relu,2003.731,2815.796,735.000,735.000,0.000,736.000,0.000,1472.000
block-0-1-conv1,7961.671,20876.707,735.000,918.750,0.391,368.000,368.000,2944.000
block-0-1-bn1,917.299,1451.604,918.750,918.750,0.002,184.003,0.000,368.000
block-0-1-conv2,98476.508,89173.661,918.750,3675.000,14.062,2986.000,6914.000,6776.000
block-0-1-bn2,12311.723,21659.998,3675.000,3675.000,0.039,2940.039,0.000,5880.000
block-0-1-conv3,57114.583,124322.622,3675.000,1470.000,6.250,1472.000,2950.000,4412.000
block-0-1-bn3,3152.057,5211.248,1470.000,1470.000,0.010,736.010,0.000,1472.000
block-0-1-downsample,2811.512,45.284,1470.000,735.000,0.000,736.000,0.000,736.000
block-0-1-relu,2003.731,2815.796,735.000,735.000,0.000,736.000,0.000,1472.000
block-0-2-conv1,7961.671,20876.707,735.000,918.750,0.391,368.000,368.000,2944.000
block-0-2-bn1,917.299,1451.604,918.750,918.750,0.002,184.003,0.000,368.000
block-0-2-conv2,98476.508,89173.661,918.750,3675.000,14.062,2986.000,6914.000,6776.000
block-0-2-bn2,12311.723,21659.998,3675.000,3675.000,0.039,2940.039,0.000,5880.000
block-0-2-conv3,57114.583,124322.622,3675.000,1470.000,6.250,1472.000,2950.000,4412.000
block-0-2-bn3,3152.057,5211.248,1470.000,1470.000,0.010,736.010,0.000,1472.000
block-0-2-downsample,2811.512,45.284,1470.000,735.000,0.000,736.000,0.000,736.000
block-0-2-relu,2003.731,2815.796,735.000,735.000,0.000,736.000,0.000,1472.000
block-1-0-conv1,13798.615,25776.912,735.000,1102.500,0.781,552.000,552.000,2946.000
block-1-0-bn1,1754.134,2568.619,1102.500,1102.500,0.005,368.005,0.000,736.000
block-1-0-conv2,107710.198,200059.502,1102.500,2205.000,56.250,1561.875,1712.125,552.000
block-1-0-bn2,6005.889,11311.098,2205.000,2205.000,0.078,1470.078,0.000,2940.000
block-1-0-conv3,44670.367,99185.576,2205.000,1102.500,25.000,736.000,736.000,3064.000
block-1-0-bn3,1562.740,2679.590,1102.500,1102.500,0.020,368.020,0.000,736.000
block-1-0-downsample,17075.019,27089.338,1102.500,367.500,3.125,920.020,919.980,1104.000
block-1-0-relu,1041.340,1434.462,367.500,367.500,0.000,368.000,0.000,736.000
block-1-1-conv1,5225.235,11893.367,367.500,459.375,1.562,184.000,184.000,1474.000
block-1-1-bn1,445.516,764.986,459.375,459.375,0.005,92.005,0.000,184.000
block-1-1-conv2,61343.300,61079.973,459.375,1837.500,56.250,1492.969,3635.031,3586.000
block-1-1-bn2,6005.889,11311.098,1837.500,1837.500,0.078,1470.078,0.000,2940.000
block-1-1-conv3,44670.367,99185.576,1837.500,735.000,25.000,736.000,736.000,3064.000
block-1-1-bn3,1562.740,2679.590,735.000,735.000,0.020,368.020,0.000,736.000
block-1-1-downsample,1409.333,47.965,735.000,367.500,0.000,368.000,0.000,368.000
block-1-1-relu,1041.340,1434.462,367.500,367.500,0.000,368.000,0.000,736.000
block-1-2-conv1,5225.235,11893.367,367.500,459.375,1.562,184.000,184.000,1474.000
block-1-2-bn1,445.516,764.986,459.375,459.375,0.005,92.005,0.000,184.000
block-1-2-conv2,61343.300,61079.973,459.375,1837.500,56.250,1492.969,3635.031,3586.000
block-1-2-bn2,6005.889,11311.098,1837.500,1837.500,0.078,1470.078,0.000,2940.000
block-1-2-conv3,44670.367,99185.576,1837.500,735.000,25.000,736.000,736.000,3064.000
block-1-2-bn3,1562.740,2679.590,735.000,735.000,0.020,368.020,0.000,736.000
block-1-2-downsample,1409.333,47.965,735.000,367.500,0.000,368.000,0.000,368.000
block-1-2-relu,1041.340,1434.462,367.500,367.500,0.000,368.000,0.000,736.000
