data_size(MB),time(ms)
16,0.433
10,0.317
20,0.513
30,0.716
40,0.922
256,5.342
276,5.697
384,7.955
15,0.412
50,1.326
400,10.481
25,0.609
128,2.697
143,2.991
192,3.993
5,0.217
200,5.291
148,3.102
35,1.010
7,0.266
17,0.459
64,1.428
76,1.683
96,2.069
2,0.148
12,0.359
100,2.484
84,1.846
27,0.820
4,0.226
13,0.381
32,0.759
43,1.012
48,1.084
1,0.130
11,0.334
52,1.195
28,0.853
18,0.506
23,0.690
8,0.287
60,1.338
80,1.761
512,10.599
552,1000000000.000
768,1000000000.000
800,1000000000.000
286,5.917
296,6.146
70,1.832
153,3.203
168,3.497
55,1.465
86,1.888
22,0.566
104,2.225
57,1.563
37,0.874
47,1.290
120,2.548
160,3.329
1024,1000000000.000
1104,1000000000.000
1536,1000000000.000
1600,1000000000.000
572,1000000000.000
592,1000000000.000
140,3.576
306,6.320
336,6.953
110,2.817
173,3.580
45,1.015
208,4.319
115,2.938
75,1.665
95,2.471
240,4.995
320,6.632
2048,1000000000.000
2208,1000000000.000
3072,1000000000.000
3200,1000000000.000
1144,1000000000.000
1184,1000000000.000
280,6.999
612,1000000000.000
672,1000000000.000
220,5.558
346,7.121
90,1.952
416,8.613
230,5.782
150,3.139
190,4.799
