data_size(MB),time(ms)
24,0.428
16,0.307
32,0.551
48,0.814
64,1.042
256,4.022
288,4.518
384,6.010
80,2.662
400,12.518
40,0.673
128,2.035
152,2.417
192,3.025
8,0.216
200,6.356
160,2.529
56,1.917
12,0.246
28,0.497
84,1.372
96,1.536
4,0.137
20,0.369
100,3.291
44,1.554
6,0.177
22,0.427
50,0.851
2,0.096
18,0.364
46,1.560
30,0.576
38,0.672
14,0.303
512,7.989
576,8.977
768,11.941
800,24.575
304,4.766
320,5.020
112,3.627
168,2.666
88,2.905
36,0.611
92,3.032
60,0.979
76,1.285
1024,15.899
1152,17.928
1536,23.806
1600,49.349
608,9.492
640,9.973
224,7.088
336,5.281
176,5.556
72,1.172
184,5.876
120,1.932
2048,31.810
2304,1000000000.000
3072,1000000000.000
3200,1000000000.000
1216,18.862
1280,19.868
448,13.920
672,10.472
352,10.927
144,2.281
368,11.389
240,3.793
