data_size(MB),time(ms)
490,7.656
368,5.791
122,1.954
245,3.876
367,5.755
246,7.637
612,9.576
980,30.232
735,11.432
492,15.258
61,1.031
306,4.807
62,2.028
30,0.546
153,2.448
183,2.894
123,3.891
15,0.577
76,2.539
16,0.696
91,1.468
1,0.091
0,0.058
184,2.943
308,4.861
1042,32.091
491,7.683
738,22.704
124,1.962
92,1.521
45,1.543
38,1.315
276,4.371
552,8.603
1010,31.097
614,18.922
138,2.206
307,9.552
69,2.287
68,2.286
31,1.070
34,1.195
262,4.128
520,8.139
996,30.725
261,8.169
554,17.088
130,4.136
77,2.540
275,8.577
65,2.172
140,4.507
22,0.424
32,1.189
736,11.446
1225,19.310
1960,60.319
1470,22.987
2,0.135
1226,19.349
2082,1000000000.000
78,1.277
1102,17.428
2022,62.151
551,8.582
137,4.375
1990,61.106
1104,17.262
1837,28.682
2940,1000000000.000
2205,1000000000.000
1472,45.249
918,14.271
459,7.167
229,7.140
46,1.550
3,0.137
920,14.272
1838,28.669
3124,1000000000.000
1103,17.279
1471,22.955
919,14.276
2208,1000000000.000
460,7.172
230,3.629
114,1.832
828,12.857
1654,25.824
3032,1000000000.000
827,12.865
1840,56.530
413,12.744
414,6.477
206,3.268
104,1.655
782,12.173
1562,24.377
2986,1000000000.000
781,23.928
1656,50.860
390,6.145
196,3.088
195,6.103
97,3.145
2450,1000000000.000
3920,1000000000.000
5,0.175
4166,1000000000.000
2206,1000000000.000
4042,1000000000.000
3982,1000000000.000
1041,16.279
