data_size(MB),time(ms)
6,0.600
4,0.436
8,0.767
12,1.077
16,1.383
128,10.421
136,11.043
192,15.522
20,2.941
1,0.310
5,0.513
3,0.339
14,1.222
9,0.822
32,2.692
41,3.396
48,3.972
60,8.543
7,0.669
10,0.910
64,5.251
70,5.756
96,7.855
2,0.261
0,0.159
23,1.983
24,2.047
30,4.357
37,3.101
256,20.664
272,21.895
384,30.851
40,5.686
11,1.692
28,2.358
18,1.559
82,6.710
120,16.755
13,1.206
140,11.391
19,1.629
46,3.826
74,6.101
512,41.251
544,1000000000.000
768,1000000000.000
80,11.164
22,3.255
56,4.622
36,3.043
164,13.248
240,32.899
280,22.541
26,2.223
38,3.170
92,7.562
148,12.001
29,2.441
21,1.821
1024,1000000000.000
1088,1000000000.000
1536,1000000000.000
160,22.040
44,6.251
112,9.107
72,5.915
328,26.378
478,64.281
560,1000000000.000
52,4.331
76,6.245
184,14.864
296,23.866
58,4.768
42,3.526
43,3.563
49,4.070
