data_size(MB),time(ms)
24,0.965
16,0.696
32,1.271
48,1.867
64,2.470
256,9.427
288,10.561
384,13.975
80,3.059
400,22.358
40,1.567
128,4.843
152,5.881
192,7.123
8,0.394
200,11.337
160,5.992
56,3.381
12,0.530
28,1.704
84,3.207
96,3.699
4,0.217
20,1.235
100,5.828
44,1.799
6,0.295
22,0.932
50,2.985
2,0.129
18,0.738
46,2.746
30,1.191
38,1.565
14,0.888
512,18.473
576,20.733
768,27.597
800,44.458
304,11.084
320,11.686
112,6.539
168,6.265
88,3.503
36,1.417
92,5.381
60,2.330
76,3.048
1024,36.556
1152,41.168
1536,54.695
1600,88.439
608,21.903
640,23.021
224,12.635
336,12.263
176,10.010
72,2.762
184,10.483
120,4.535
2048,72.501
2304,1000000000.000
3072,1000000000.000
3200,1000000000.000
1216,43.477
1280,45.652
448,25.028
672,24.094
352,19.667
144,5.414
368,20.557
240,8.842
