data_size(MB),time(ms)
6,0.198
4,0.152
8,0.212
192,3.086
196,3.154
1024,15.987
1092,1000000000.000
1536,1000000000.000
64,1.090
68,1.158
256,4.063
260,4.183
1,0.100
5,0.176
48,0.838
53,0.946
85,1.450
96,1.584
16,0.336
21,0.433
144,2.360
149,2.436
325,5.176
384,6.044
69,1.188
60,1.851
100,1.659
512,8.021
548,8.624
768,12.000
32,0.588
36,0.652
128,2.128
132,3.900
24,0.459
29,0.555
45,0.810
13,0.307
72,1.214
77,1.310
165,2.692
37,1.168
30,0.956
52,0.901
276,4.411
20,0.407
12,0.310
17,0.369
25,0.496
9,0.236
41,0.744
14,0.511
28,0.524
140,2.299
11,0.258
15,0.322
2,0.107
7,0.196
18,0.376
23,0.446
392,6.197
2048,1000000000.000
2184,1000000000.000
3072,1000000000.000
136,2.238
520,8.233
10,0.253
106,1.756
170,2.753
42,0.753
3,0.131
288,4.599
298,4.758
650,10.230
138,2.270
120,3.558
200,3.244
1096,1000000000.000
264,7.630
58,1.001
90,1.515
26,0.502
154,2.504
330,5.238
74,2.214
104,1.726
552,8.743
40,0.734
34,0.633
50,0.883
82,1.373
56,0.966
280,4.455
22,0.441
46,0.814
784,12.293
4096,1000000000.000
4368,1000000000.000
6144,1000000000.000
272,4.309
1040,1000000000.000
212,3.404
340,5.401
84,1.403
576,9.070
596,9.404
1300,1000000000.000
240,6.615
400,6.313
2192,1000000000.000
528,15.196
116,1.901
180,2.906
308,4.891
660,10.379
148,4.335
208,3.348
1104,1000000000.000
80,1.342
164,2.653
112,1.841
560,8.785
44,0.796
92,1.528
