data_size(MB),time(ms)
490,17.748
368,13.409
122,4.670
245,9.088
367,13.328
246,13.857
612,22.037
980,54.429
735,26.347
492,27.550
61,2.364
306,11.226
62,3.674
30,1.236
153,5.739
183,6.834
123,7.128
15,0.673
76,3.083
16,1.029
91,5.329
1,0.154
0,0.078
184,6.892
308,11.235
1042,57.632
491,17.699
738,41.057
124,4.703
92,3.527
45,2.727
38,2.316
276,10.162
552,19.852
1010,55.990
614,34.325
138,5.213
307,17.235
69,4.103
68,4.058
31,1.306
34,2.068
262,9.606
520,18.767
996,55.071
261,9.910
554,30.925
130,7.547
77,3.118
275,15.457
65,3.879
140,8.137
22,0.930
32,1.972
736,26.382
1225,43.481
1960,109.224
1470,52.486
2,0.155
1226,43.835
2082,1000000000.000
78,2.983
1102,39.229
2022,112.682
551,19.759
137,5.426
1990,111.071
1104,39.321
1837,65.397
2940,1000000000.000
2205,1000000000.000
1472,82.447
918,33.231
459,16.539
229,12.956
46,2.767
3,0.189
920,33.079
1838,65.476
3124,1000000000.000
1103,39.173
1471,52.504
919,33.368
2208,1000000000.000
460,16.611
230,8.459
114,6.701
828,29.892
1654,58.984
3032,1000000000.000
827,29.945
1840,103.039
413,23.075
414,14.946
206,11.749
104,3.947
782,28.350
1562,55.723
2986,1000000000.000
781,43.823
1656,92.741
390,21.891
196,7.269
195,11.068
97,5.740
2450,1000000000.000
3920,1000000000.000
5,0.380
4166,1000000000.000
2206,1000000000.000
4042,1000000000.000
3982,1000000000.000
1041,36.961
