data_size(MB),time(ms)
172,3.641
171,3.607
128,2.740
42,0.980
85,1.855
86,2.365
214,4.466
344,9.088
257,5.395
343,7.108
21,0.548
107,2.271
22,0.685
10,0.329
53,1.192
64,1.815
43,1.257
5,0.267
26,0.654
32,0.982
0,0.103
108,2.294
366,9.628
258,7.074
44,1.030
27,0.858
65,1.858
16,0.597
13,0.464
96,2.085
194,4.073
354,9.347
48,1.405
24,0.835
54,1.548
12,0.437
91,2.542
182,3.803
349,9.193
45,1.387
23,0.713
49,1.423
8,0.349
11,0.424
428,8.885
688,1000000000.000
514,1000000000.000
686,1000000000.000
430,9.049
730,1000000000.000
516,1000000000.000
386,8.041
710,1000000000.000
193,4.049
698,1000000000.000
385,8.024
643,1000000000.000
1029,1000000000.000
771,1000000000.000
321,8.510
160,4.344
192,4.054
80,1.759
1,0.131
17,0.485
322,8.506
1093,1000000000.000
774,1000000000.000
81,2.247
40,1.192
290,7.691
578,1000000000.000
1061,1000000000.000
644,1000000000.000
144,3.917
72,2.147
36,1.083
274,7.270
546,1000000000.000
1045,1000000000.000
580,1000000000.000
136,3.738
289,7.674
68,1.974
34,1.021
857,1000000000.000
1372,1000000000.000
858,1000000000.000
1458,1000000000.000
515,1000000000.000
429,8.909
1032,1000000000.000
772,1000000000.000
1414,1000000000.000
860,1000000000.000
728,1000000000.000
1394,1000000000.000
