data_size(MB),time(ms)
24,1.370
16,0.932
32,1.755
48,2.626
64,3.487
256,13.706
288,15.437
384,20.552
80,4.314
400,33.028
40,2.215
128,6.860
152,8.467
192,10.288
8,0.518
200,16.567
160,8.557
56,4.797
12,0.726
28,2.446
84,4.541
96,5.191
4,0.297
20,1.781
100,8.427
44,2.510
6,0.411
22,1.320
50,4.289
2,0.177
18,1.051
46,3.947
30,1.658
38,2.184
14,1.263
512,27.513
576,30.994
768,41.589
800,65.655
304,16.238
320,17.112
112,9.437
168,8.998
88,4.923
36,2.012
92,7.842
60,3.260
76,4.246
1024,56.617
1152,1000000000.000
1536,1000000000.000
1600,1000000000.000
608,32.860
640,34.492
224,18.581
336,18.024
176,14.695
72,3.937
184,15.248
120,6.463
2048,1000000000.000
2304,1000000000.000
3072,1000000000.000
3200,1000000000.000
1216,1000000000.000
1280,1000000000.000
448,34.102
672,36.229
352,29.123
144,7.733
368,30.363
240,12.858
