data_size(MB),time(ms)
12,0.290
8,0.207
16,0.376
24,0.542
32,0.714
256,5.201
272,5.546
384,7.783
40,0.870
400,8.118
20,0.473
128,2.624
140,2.892
192,3.914
4,0.158
200,4.098
144,2.984
28,0.632
6,0.169
14,0.341
64,1.387
74,1.571
96,2.023
2,0.106
10,0.248
100,2.100
80,1.686
22,0.506
3,0.136
11,0.272
41,0.893
48,1.033
1,0.080
9,0.234
50,1.128
23,0.524
15,0.380
19,0.442
7,0.189
512,10.326
544,10.988
768,15.509
800,16.193
280,5.678
288,5.831
56,1.200
148,3.086
160,3.310
44,0.966
82,1.735
18,0.417
46,1.013
30,0.666
38,0.833
1024,20.702
1088,22.035
1536,31.155
1600,32.527
560,11.308
576,11.641
112,2.290
296,5.981
320,6.446
88,1.858
164,3.367
36,0.788
92,1.954
60,1.301
76,1.611
2048,41.960
2176,44.333
3072,62.855
3200,65.547
1120,22.733
1152,23.327
224,4.566
592,11.977
640,12.897
176,3.612
328,6.655
72,1.528
184,3.748
120,2.478
152,3.152
