data_size(MB),time(ms)
6,0.212
4,0.170
8,0.255
12,0.338
16,0.428
128,2.686
136,2.848
192,3.928
20,0.651
400,9.900
7,0.234
10,0.302
64,1.452
70,1.555
96,2.099
2,0.126
200,5.319
72,1.596
14,0.395
3,0.148
32,0.766
37,0.867
48,1.105
1,0.108
5,0.189
100,2.826
40,0.944
11,0.398
24,0.618
256,5.161
272,5.453
384,7.578
800,18.828
13,0.363
140,2.914
25,0.616
144,3.001
28,0.696
74,1.641
80,1.763
22,0.705
512,9.929
544,10.484
768,14.575
1600,36.541
280,5.641
288,5.779
56,1.287
148,3.091
160,3.313
44,1.326
1024,19.182
1088,20.185
1536,27.998
3200,71.865
560,10.828
576,11.114
112,2.420
296,5.913
320,6.358
88,2.520
