data_size(MB),time(ms)
6,0.179
4,0.139
8,0.225
96,1.534
100,1.602
512,8.003
548,8.553
768,11.963
32,0.552
36,0.615
128,2.031
132,4.275
1,0.124
5,0.177
24,0.429
29,0.544
45,0.789
48,0.820
13,0.301
72,1.161
77,1.278
165,2.647
192,3.042
37,1.314
60,2.023
52,0.858
256,4.034
276,4.350
384,6.010
16,0.308
20,0.368
64,1.040
68,2.299
12,0.247
17,0.362
25,0.483
9,0.244
41,0.731
85,1.408
21,0.829
30,1.057
28,0.490
140,2.219
11,0.244
15,0.306
2,0.093
7,0.214
18,0.363
23,0.424
14,0.577
3,0.138
10,0.243
200,3.170
1024,15.930
1096,17.037
1536,23.880
264,8.337
58,0.980
90,1.464
26,0.485
144,2.297
154,2.459
330,5.186
74,2.419
120,3.890
104,1.685
552,8.628
40,0.672
136,4.396
34,0.606
50,0.869
82,1.340
170,2.710
42,1.446
56,0.919
280,4.409
22,0.423
46,0.790
400,6.270
2048,31.823
2192,1000000000.000
3072,1000000000.000
528,16.483
116,1.841
180,2.856
288,4.556
308,4.831
660,10.282
148,4.764
240,7.605
208,3.295
1104,17.178
80,1.304
272,8.596
164,2.603
340,5.343
84,2.794
112,1.810
560,8.753
44,0.733
92,1.469
800,12.479
4096,1000000000.000
4384,1000000000.000
6144,1000000000.000
1056,32.750
232,3.662
360,5.652
576,9.005
616,9.619
1320,20.505
296,9.333
478,14.706
416,6.534
2208,1000000000.000
160,2.546
544,16.993
328,5.155
680,10.615
168,5.386
224,3.542
1120,17.447
88,1.411
184,2.915
