data_size(MB),time(ms)
24,0.618
16,0.428
32,0.766
48,1.105
64,1.452
256,5.161
288,5.779
384,7.578
80,1.763
400,9.900
40,0.944
128,2.686
152,4.172
192,3.928
8,0.255
200,5.319
160,3.313
56,1.287
12,0.338
28,0.696
84,1.858
96,2.099
4,0.170
20,0.651
100,2.826
44,1.326
6,0.212
22,0.705
50,1.476
2,0.126
18,0.468
46,1.075
30,0.727
38,1.151
14,0.395
512,9.929
576,11.114
768,14.575
800,18.828
304,6.058
320,6.358
112,2.420
168,3.484
88,2.520
36,0.848
92,2.009
60,1.351
76,2.216
1024,19.182
1152,21.316
1536,27.998
1600,36.541
608,11.737
640,12.232
224,5.895
336,6.691
176,3.657
72,1.596
184,3.808
120,2.548
2048,36.274
2304,41.386
3072,53.934
3200,71.865
1216,22.474
1280,23.587
448,11.158
672,12.850
352,8.853
144,3.001
368,9.263
240,4.846
