op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
conv1,13498.191,16488.152,18.375,980.000,0.359,980.000,1960.000,0.000
bn1,4281.801,7022.419,980.000,980.000,0.005,980.005,0.000,1960.000
relu1,2506.640,3748.245,980.000,980.000,0.000,980.000,0.000,1960.000
maxpool,2304.047,10600.581,980.000,245.000,0.000,736.000,0.000,1226.000
block-0-0-conv1,7452.193,14319.881,245.000,490.000,1.562,246.000,492.000,494.000
block-0-0-bn1,1025.562,1704.198,490.000,490.000,0.005,246.005,0.000,492.000
block-0-0-conv2,37294.557,58936.167,490.000,735.000,28.125,490.000,1768.000,1768.000
block-0-0-bn2,2072.885,3452.884,735.000,735.000,0.010,490.010,0.000,980.000
block-0-0-conv3,53528.134,98284.518,735.000,1225.000,12.500,980.000,2464.000,0.000
block-0-0-bn3,4111.341,7023.683,1225.000,1225.000,0.020,980.020,0.000,1960.000
block-0-0-downsample,37363.709,59303.424,1225.000,980.000,6.250,1960.020,979.980,980.000
block-0-0-relu,2507.112,3749.470,980.000,980.000,0.000,980.000,0.000,1960.000
block-0-1-conv1,25865.240,56658.416,980.000,1225.000,6.250,245.000,0.000,2948.000
block-0-1-bn1,1025.562,1704.198,1225.000,1225.000,0.005,246.005,0.000,492.000
block-0-1-conv2,37294.557,58936.167,1225.000,1470.000,28.125,490.000,1768.000,1768.000
block-0-1-bn2,2072.885,3452.884,1470.000,1470.000,0.010,490.010,0.000,980.000
block-0-1-conv3,53528.134,98284.518,1470.000,1960.000,12.500,980.000,2464.000,0.000
block-0-1-bn3,4111.341,7023.683,1960.000,1960.000,0.020,980.020,0.000,1960.000
block-0-1-downsample,3747.938,51.322,1960.000,980.000,0.000,980.000,0.000,980.000
block-0-1-relu,2507.112,3749.470,980.000,980.000,0.000,980.000,0.000,1960.000
block-0-2-conv1,25865.240,56658.416,980.000,1225.000,6.250,245.000,0.000,2948.000
block-0-2-bn1,1025.562,1704.198,1225.000,1225.000,0.005,246.005,0.000,492.000
block-0-2-conv2,37294.557,58936.167,1225.000,1470.000,28.125,490.000,1768.000,1768.000
block-0-2-bn2,2072.885,3452.884,1470.000,1470.000,0.010,490.010,0.000,980.000
block-0-2-conv3,53528.134,98284.518,1470.000,1960.000,12.500,980.000,2464.000,0.000
block-0-2-bn3,4111.341,7023.683,1960.000,1960.000,0.020,980.020,0.000,1960.000
block-0-2-downsample,3747.938,51.322,1960.000,980.000,0.000,980.000,0.000,980.000
block-0-2-relu,2507.112,3749.470,980.000,980.000,0.000,980.000,0.000,1960.000
block-1-0-conv1,52037.587,102101.812,980.000,1470.000,12.500,490.000,490.000,2954.000
block-1-0-bn1,2072.885,3452.884,1470.000,1470.000,0.010,490.010,0.000,980.000
block-1-0-conv2,101133.026,252511.641,1470.000,1225.000,112.500,246.000,246.000,490.000
block-1-0-bn2,1014.153,1795.160,1225.000,1225.000,0.020,246.020,0.000,492.000
block-1-0-conv3,47746.745,98544.698,1225.000,1470.000,50.000,490.000,980.000,1896.000
block-1-0-bn3,2006.669,3652.647,1470.000,1470.000,0.039,490.039,0.000,980.000
