data_size(MB),time(ms)
6,0.294
4,0.218
8,0.423
192,7.145
196,7.387
1024,36.713
1092,39.096
1536,54.921
64,2.481
68,4.033
256,9.459
260,9.617
1,0.144
5,0.247
48,1.883
53,2.056
85,3.248
96,3.653
16,0.709
21,0.851
144,5.414
149,5.601
325,11.929
384,13.946
69,2.656
60,3.594
100,3.812
512,18.537
548,19.823
768,27.558
32,1.266
36,1.415
128,4.861
132,7.658
24,0.965
29,1.152
45,1.757
13,0.550
72,2.763
77,2.955
165,6.206
37,1.455
30,1.823
52,2.014
276,10.088
20,1.236
12,0.532
17,0.702
25,1.004
9,0.398
41,1.611
14,0.588
28,1.114
140,5.271
11,0.710
15,0.625
2,0.129
7,0.322
18,0.737
23,0.932
392,14.364
2048,72.764
2184,1000000000.000
3072,1000000000.000
136,5.120
520,18.837
10,0.436
106,4.057
170,6.352
42,1.665
3,0.171
288,10.566
298,10.953
650,23.569
138,5.227
120,7.004
200,7.421
1096,39.245
264,14.848
58,2.241
90,3.432
26,1.039
154,5.781
330,12.091
74,2.850
104,3.950
552,19.932
40,2.434
34,1.355
50,1.977
82,3.146
56,2.166
280,10.260
22,1.355
46,1.800
784,28.291
4096,1000000000.000
4368,1000000000.000
6144,1000000000.000
272,9.991
1040,37.398
212,7.872
340,12.389
84,4.954
576,20.753
596,21.606
1300,46.549
240,13.580
400,14.593
2192,1000000000.000
528,29.359
116,4.390
180,6.706
308,11.284
660,23.874
148,5.555
208,7.702
1104,39.384
80,4.730
164,6.126
112,4.238
560,20.224
44,2.653
92,3.502
