data_size(MB),time(ms)
16,0.696
10,0.436
20,1.235
30,1.191
40,1.567
256,9.427
276,10.078
384,13.975
15,0.626
50,2.985
400,22.358
25,1.028
128,4.843
143,5.366
192,7.123
5,0.246
200,11.337
148,5.561
35,2.115
7,0.321
17,0.720
64,2.470
76,3.048
96,3.699
2,0.129
12,0.530
100,5.828
84,3.207
27,1.678
4,0.217
13,0.551
32,1.271
43,1.691
48,1.867
1,0.088
11,0.498
52,2.021
28,1.704
18,0.738
23,1.413
8,0.394
60,2.330
80,3.059
512,18.473
552,19.920
768,27.597
800,44.458
286,10.469
296,10.861
70,2.691
153,5.731
168,6.265
55,3.276
86,3.301
22,0.932
104,3.946
57,3.432
37,1.454
47,1.930
120,4.535
160,5.992
1024,36.556
1104,39.473
1536,54.695
1600,88.439
572,20.615
592,21.335
140,5.257
306,11.146
336,12.263
110,6.414
173,6.478
45,1.767
208,7.701
115,6.712
75,2.877
95,3.758
240,8.842
320,11.686
2048,72.501
2208,1000000000.000
3072,1000000000.000
3200,1000000000.000
1144,40.852
1184,42.238
280,10.269
612,21.987
672,24.094
220,12.451
346,12.554
90,3.429
416,15.067
230,12.989
150,5.622
190,7.257
