data_size(MB),time(ms)
12,0.277
8,0.217
16,0.335
24,0.469
32,0.590
256,4.081
272,4.330
384,6.074
40,1.274
400,10.831
20,0.402
128,2.102
140,2.291
192,3.087
4,0.154
200,5.543
144,2.349
28,0.551
6,0.196
14,0.314
64,1.114
74,1.273
96,1.620
2,0.112
10,0.253
100,2.812
80,1.348
22,0.708
3,0.141
11,0.257
41,0.745
48,0.841
1,0.091
9,0.233
50,1.463
23,0.722
15,0.331
19,0.630
7,0.198
512,8.071
544,8.565
768,12.057
800,21.576
280,4.462
288,4.591
56,1.013
148,2.424
160,2.653
44,1.347
82,1.394
18,0.376
46,1.351
30,0.564
38,1.214
1024,16.048
1088,1000000000.000
1536,1000000000.000
1600,1000000000.000
560,8.815
576,9.069
112,1.851
296,4.718
320,5.101
88,2.515
164,2.651
36,0.682
92,2.619
60,1.037
76,2.324
2048,1000000000.000
2176,1000000000.000
3072,1000000000.000
3200,1000000000.000
1120,1000000000.000
1152,1000000000.000
224,3.589
592,9.303
640,10.059
176,4.891
328,5.203
72,1.236
184,5.080
120,1.964
152,4.453
