data_size(MB),time(ms)
246,13.857
245,9.088
184,6.892
61,2.364
62,3.674
122,4.670
980,54.429
1041,36.961
306,11.226
492,27.550
1225,43.481
490,17.748
367,13.328
735,26.347
30,1.236
153,5.739
612,22.037
183,6.834
124,4.703
15,0.673
76,3.083
16,1.029
91,5.329
7,0.552
38,2.316
0,0.078
123,7.128
8,0.564
92,3.527
1010,55.990
522,29.227
552,19.852
368,13.409
506,18.442
276,10.162
186,10.629
45,2.727
253,14.244
138,5.213
22,0.930
126,7.401
78,2.983
996,55.071
508,28.309
520,18.767
307,17.235
497,27.722
262,9.606
154,8.948
31,1.306
249,14.031
130,7.547
69,4.103
987,54.701
499,27.810
275,15.457
46,2.767
493,17.807
139,8.019
247,13.966
68,4.058
11,0.733
1960,109.224
2082,1000000000.000
2450,1000000000.000
1470,52.486
1,0.154
2022,112.682
1042,57.632
491,17.699
1102,39.229
738,41.057
1990,111.071
614,34.325
32,1.972
1976,70.033
736,26.382
308,11.235
554,30.925
140,8.137
2940,1000000000.000
3123,1000000000.000
918,33.231
1472,82.447
3675,1000000000.000
2205,1000000000.000
459,16.539
1837,65.397
551,19.759
229,12.956
114,6.701
3032,1000000000.000
1564,86.690
1653,58.648
1103,39.173
1104,39.321
1516,53.704
828,29.892
137,5.426
758,42.245
414,14.946
380,13.794
230,8.459
2986,1000000000.000
1518,84.155
1561,55.341
920,33.079
1492,82.778
781,43.823
748,26.868
390,21.891
373,20.863
206,11.749
2962,1000000000.000
1494,83.025
460,16.611
1515,83.856
1481,81.884
413,23.075
741,41.149
207,7.697
34,2.068
370,20.861
3920,1000000000.000
4165,1000000000.000
4900,1000000000.000
2,0.155
4042,1000000000.000
3982,1000000000.000
1226,43.835
995,35.828
3950,1000000000.000
2021,71.848
1975,68.935
553,30.870
