data_size(MB),time(ms)
16,0.376
10,0.248
20,0.473
30,0.666
40,0.870
256,5.201
276,5.600
384,7.783
15,0.380
50,1.128
400,8.118
25,0.565
128,2.624
143,2.966
192,3.914
5,0.152
200,4.098
148,3.086
35,0.772
7,0.189
17,0.412
64,1.387
76,1.611
96,2.023
2,0.106
12,0.290
100,2.100
84,1.790
27,0.622
4,0.158
13,0.313
32,0.714
43,0.937
48,1.033
1,0.080
11,0.272
52,1.114
28,0.632
18,0.417
23,0.524
8,0.207
60,1.301
80,1.686
512,10.326
552,11.144
768,15.509
800,16.193
286,5.787
296,5.981
70,1.511
153,3.176
168,3.446
55,1.188
86,1.837
22,0.506
104,2.183
57,1.227
37,0.812
47,1.054
120,2.478
160,3.310
1024,20.702
1104,22.415
1536,31.155
1600,32.527
572,11.576
592,11.977
140,2.892
306,6.189
336,6.810
110,2.258
173,3.553
45,0.976
208,4.228
115,2.354
75,1.589
95,1.999
240,4.871
320,6.446
2048,41.960
2208,45.051
3072,62.855
3200,65.547
1144,23.209
1184,24.018
280,5.678
612,12.371
672,13.602
220,4.492
346,7.008
90,1.890
416,8.414
230,4.681
150,3.107
190,3.875
